code_insee,commune,loyer_m2_maison,loyer_m2_appartement,nb_obs_maison,nb_obs_appartement,source,updated_at
24299,Mussidan,9,10,153,582,Loyers (données publiques),2026-03-03T09:22:09.139Z
24309,Neuvic,7,,144,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
24311,Nontron,8,9,223,435,Loyers (données publiques),2026-03-03T09:22:09.139Z
24312,Sanilhac,10,,148,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
24322,Périgueux,10,10,1261,10414,Loyers (données publiques),2026-03-03T09:22:09.139Z
24335,Port-Sainte-Foy-et-Ponchapt,,10,0,109,Loyers (données publiques),2026-03-03T09:22:09.139Z
24340,Prigonrieux,9,,117,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
24352,Ribérac,10,9,176,468,Loyers (données publiques),2026-03-03T09:22:09.139Z
24354,La Roche-Chalais,8,10,191,256,Loyers (données publiques),2026-03-03T09:22:09.139Z
24372,Saint-Astier,8,10,280,296,Loyers (données publiques),2026-03-03T09:22:09.139Z
24396,Saint-Cyprien,,9,0,191,Loyers (données publiques),2026-03-03T09:22:09.139Z
24520,Sarlat-la-Canéda,11,11,349,918,Loyers (données publiques),2026-03-03T09:22:09.139Z
24540,Sorges et Ligueux en Périgord,9,,102,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
24547,Terrasson-Lavilledieu,9,10,270,663,Loyers (données publiques),2026-03-03T09:22:09.139Z
24551,Thiviers,8,9,132,363,Loyers (données publiques),2026-03-03T09:22:09.139Z
24557,Trélissac,10,11,313,582,Loyers (données publiques),2026-03-03T09:22:09.139Z
24571,Vergt,10,10,105,190,Loyers (données publiques),2026-03-03T09:22:09.139Z
25004,Abbévillers,,10,0,185,Loyers (données publiques),2026-03-03T09:22:09.139Z
25020,Arbouans,,10,0,141,Loyers (données publiques),2026-03-03T09:22:09.139Z
25031,Audincourt,10,10,259,2556,Loyers (données publiques),2026-03-03T09:22:09.139Z
25035,Les Auxons,,13,0,104,Loyers (données publiques),2026-03-03T09:22:09.139Z
25036,Avanne-Aveney,,13,0,100,Loyers (données publiques),2026-03-03T09:22:09.139Z
25039,Avoudrey,,12,0,112,Loyers (données publiques),2026-03-03T09:22:09.139Z
25040,Badevel,,11,0,127,Loyers (données publiques),2026-03-03T09:22:09.139Z
25043,Bart,,10,0,211,Loyers (données publiques),2026-03-03T09:22:09.139Z
25047,Baume-les-Dames,8,10,122,1039,Loyers (données publiques),2026-03-03T09:22:09.139Z
25048,Bavans,,11,0,356,Loyers (données publiques),2026-03-03T09:22:09.139Z
25056,Besançon,11,13,856,33421,Loyers (données publiques),2026-03-03T09:22:09.139Z
25057,Bethoncourt,,10,0,278,Loyers (données publiques),2026-03-03T09:22:09.139Z
25058,Beure,,12,0,327,Loyers (données publiques),2026-03-03T09:22:09.139Z
25060,Val-d'Usiers,,13,0,167,Loyers (données publiques),2026-03-03T09:22:09.139Z
25063,Blamont,,10,0,117,Loyers (données publiques),2026-03-03T09:22:09.139Z
25112,Chalezeule,,12,0,214,Loyers (données publiques),2026-03-03T09:22:09.139Z
25127,Charquemont,,12,0,477,Loyers (données publiques),2026-03-03T09:22:09.139Z
25147,Chemaudin et Vaux,,12,0,103,Loyers (données publiques),2026-03-03T09:22:09.139Z
25156,Pays-de-Clerval,,9,0,145,Loyers (données publiques),2026-03-03T09:22:09.139Z
25157,La Cluse-et-Mijoux,,15,0,161,Loyers (données publiques),2026-03-03T09:22:09.139Z
25159,Colombier-Fontaine,,9,0,172,Loyers (données publiques),2026-03-03T09:22:09.139Z
25190,Dampierre-les-Bois,,10,0,183,Loyers (données publiques),2026-03-03T09:22:09.139Z
25193,Damprichard,,11,0,168,Loyers (données publiques),2026-03-03T09:22:09.139Z
25196,Dasle,,10,0,195,Loyers (données publiques),2026-03-03T09:22:09.139Z
25201,Dommartin,,17,0,105,Loyers (données publiques),2026-03-03T09:22:09.139Z
25204,Doubs,,16,0,290,Loyers (données publiques),2026-03-03T09:22:09.139Z
25212,École-Valentin,,14,0,246,Loyers (données publiques),2026-03-03T09:22:09.139Z
25217,Émagny,,10,0,110,Loyers (données publiques),2026-03-03T09:22:09.139Z
25222,Étalans,,12,0,164,Loyers (données publiques),2026-03-03T09:22:09.139Z
25228,Étupes,,11,0,318,Loyers (données publiques),2026-03-03T09:22:09.139Z
25230,Exincourt,,11,0,234,Loyers (données publiques),2026-03-03T09:22:09.139Z
25237,Fesches-le-Châtel,,10,0,398,Loyers (données publiques),2026-03-03T09:22:09.139Z
25240,Les Fins,,15,0,294,Loyers (données publiques),2026-03-03T09:22:09.139Z
25243,Flangebouche,,12,0,100,Loyers (données publiques),2026-03-03T09:22:09.139Z
25254,Les Fourgs,,17,0,202,Loyers (données publiques),2026-03-03T09:22:09.139Z
25258,Franois,,12,0,193,Loyers (données publiques),2026-03-03T09:22:09.139Z
25259,Frasne,,12,0,279,Loyers (données publiques),2026-03-03T09:22:09.139Z
25262,Fuans,,12,0,108,Loyers (données publiques),2026-03-03T09:22:09.139Z
25271,Gilley,,13,0,242,Loyers (données publiques),2026-03-03T09:22:09.139Z
25284,Grand-Charmont,,11,0,431,Loyers (données publiques),2026-03-03T09:22:09.139Z
25296,Les Gras,,13,0,105,Loyers (données publiques),2026-03-03T09:22:09.139Z
25304,Hérimoncourt,,10,0,778,Loyers (données publiques),2026-03-03T09:22:09.139Z
25307,Les Hôpitaux-Neufs,,18,0,217,Loyers (données publiques),2026-03-03T09:22:09.139Z
25315,L'Isle-sur-le-Doubs,,9,0,591,Loyers (données publiques),2026-03-03T09:22:09.139Z
25318,Jougne,,18,0,483,Loyers (données publiques),2026-03-03T09:22:09.139Z
25320,Labergement-Sainte-Marie,,17,0,289,Loyers (données publiques),2026-03-03T09:22:09.139Z
25321,Villers-le-Lac,,15,0,850,Loyers (données publiques),2026-03-03T09:22:09.139Z
25334,Levier,,12,0,259,Loyers (données publiques),2026-03-03T09:22:09.139Z
25356,Maîche,,11,0,958,Loyers (données publiques),2026-03-03T09:22:09.139Z
25361,Malbuisson,,17,0,166,Loyers (données publiques),2026-03-03T09:22:09.139Z
25364,Mamirolle,,12,0,127,Loyers (données publiques),2026-03-03T09:22:09.139Z
25367,Mandeure,,12,0,638,Loyers (données publiques),2026-03-03T09:22:09.139Z
25370,Mathay,,10,0,120,Loyers (données publiques),2026-03-03T09:22:09.139Z
25380,Métabief,,18,0,466,Loyers (données publiques),2026-03-03T09:22:09.139Z
25381,Miserey-Salines,11,13,110,266,Loyers (données publiques),2026-03-03T09:22:09.139Z
25388,Montbéliard,11,10,256,6563,Loyers (données publiques),2026-03-03T09:22:09.139Z
25397,Montferrand-le-Château,,12,0,145,Loyers (données publiques),2026-03-03T09:22:09.139Z
25403,Montlebon,,16,0,143,Loyers (données publiques),2026-03-03T09:22:09.139Z
25411,Morteau,,16,0,1778,Loyers (données publiques),2026-03-03T09:22:09.139Z
25413,Mouthe,,15,0,260,Loyers (données publiques),2026-03-03T09:22:09.139Z
25418,Nancray,,11,0,143,Loyers (données publiques),2026-03-03T09:22:09.139Z
25432,Orchamps-Vennes,,12,0,280,Loyers (données publiques),2026-03-03T09:22:09.139Z
25434,Ornans,,10,0,577,Loyers (données publiques),2026-03-03T09:22:09.139Z
25453,Pierrefontaine-les-Varans,,11,0,148,Loyers (données publiques),2026-03-03T09:22:09.139Z
25454,Pirey,,14,0,175,Loyers (données publiques),2026-03-03T09:22:09.139Z
25462,Pontarlier,17,15,122,4889,Loyers (données publiques),2026-03-03T09:22:09.139Z
25463,Pont-de-Roide-Vermondans,,9,0,660,Loyers (données publiques),2026-03-03T09:22:09.139Z
25467,Pouilley-les-Vignes,,13,0,142,Loyers (données publiques),2026-03-03T09:22:09.139Z
25473,Pugey,,11,0,108,Loyers (données publiques),2026-03-03T09:22:09.139Z
25475,Quingey,,10,0,209,Loyers (données publiques),2026-03-03T09:22:09.139Z
25495,Roche-lez-Beaupré,,11,0,291,Loyers (données publiques),2026-03-03T09:22:09.139Z
25505,Rougemont,,8,0,159,Loyers (données publiques),2026-03-03T09:22:09.139Z
25512,Le Russey,,12,0,217,Loyers (données publiques),2026-03-03T09:22:09.139Z
25519,Saint-Hippolyte,,9,0,288,Loyers (données publiques),2026-03-03T09:22:09.139Z
25526,Sainte-Suzanne,,13,0,386,Loyers (données publiques),2026-03-03T09:22:09.139Z
25527,Saint-Vit,11,12,136,436,Loyers (données publiques),2026-03-03T09:22:09.139Z
25532,Saône,,12,0,393,Loyers (données publiques),2026-03-03T09:22:09.139Z
25539,Seloncourt,10,10,128,1120,Loyers (données publiques),2026-03-03T09:22:09.139Z
25542,Serre-les-Sapins,,13,0,108,Loyers (données publiques),2026-03-03T09:22:09.139Z
25547,Sochaux,,11,0,635,Loyers (données publiques),2026-03-03T09:22:09.139Z
25555,Taillecourt,,11,0,102,Loyers (données publiques),2026-03-03T09:22:09.139Z
25558,Tarcenay-Foucherans,,11,0,115,Loyers (données publiques),2026-03-03T09:22:09.139Z
25560,Thise,,13,0,179,Loyers (données publiques),2026-03-03T09:22:09.139Z
25578,Valdahon,12,14,172,951,Loyers (données publiques),2026-03-03T09:22:09.139Z
25580,Valentigney,9,10,136,1276,Loyers (données publiques),2026-03-03T09:22:09.139Z
25601,Vercel-Villedieu-le-Camp,,12,0,245,Loyers (données publiques),2026-03-03T09:22:09.139Z
25614,Vieux-Charmont,,11,0,301,Loyers (données publiques),2026-03-03T09:22:09.139Z
25632,Voujeaucourt,,11,0,382,Loyers (données publiques),2026-03-03T09:22:09.139Z
26004,Alixan,,11,0,192,Loyers (données publiques),2026-03-03T09:22:09.139Z
26010,Anneyron,10,12,141,363,Loyers (données publiques),2026-03-03T09:22:09.139Z
26011,Aouste-sur-Sye,,11,0,133,Loyers (données publiques),2026-03-03T09:22:09.139Z
26037,Beaumont-lès-Valence,11,12,227,314,Loyers (données publiques),2026-03-03T09:22:09.139Z
26045,La Bégude-de-Mazenc,,12,0,170,Loyers (données publiques),2026-03-03T09:22:09.139Z
26057,Bourg-de-Péage,10,11,252,1789,Loyers (données publiques),2026-03-03T09:22:09.139Z
26058,Bourg-lès-Valence,11,12,353,2335,Loyers (données publiques),2026-03-03T09:22:09.139Z
26063,Buis-les-Baronnies,,10,0,232,Loyers (données publiques),2026-03-03T09:22:09.139Z
26064,Chabeuil,11,11,258,594,Loyers (données publiques),2026-03-03T09:22:09.139Z
26083,Châteauneuf-de-Galaure,,10,0,122,Loyers (données publiques),2026-03-03T09:22:09.139Z
26084,Châteauneuf-sur-Isère,10,12,146,203,Loyers (données publiques),2026-03-03T09:22:09.139Z
26085,Châteauneuf-du-Rhône,,12,0,182,Loyers (données publiques),2026-03-03T09:22:09.139Z
26088,Chatuzange-le-Goubet,11,12,252,190,Loyers (données publiques),2026-03-03T09:22:09.139Z
26108,Crest,10,11,193,1128,Loyers (données publiques),2026-03-03T09:22:09.139Z
26113,Die,,12,0,356,Loyers (données publiques),2026-03-03T09:22:09.139Z
26114,Dieulefit,,11,0,343,Loyers (données publiques),2026-03-03T09:22:09.139Z
26116,Donzère,10,10,158,626,Loyers (données publiques),2026-03-03T09:22:09.139Z
26124,Étoile-sur-Rhône,11,10,177,459,Loyers (données publiques),2026-03-03T09:22:09.139Z
26146,Grignan,,12,0,146,Loyers (données publiques),2026-03-03T09:22:09.139Z
26148,Hauterives,,11,0,117,Loyers (données publiques),2026-03-03T09:22:09.139Z
26165,Livron-sur-Drôme,10,11,309,1020,Loyers (données publiques),2026-03-03T09:22:09.139Z
26166,Loriol-sur-Drôme,10,10,222,806,Loyers (données publiques),2026-03-03T09:22:09.139Z
26169,Malataverne,12,,102,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
26170,Malissard,,11,0,110,Loyers (données publiques),2026-03-03T09:22:09.139Z
26182,Mirabel-aux-Baronnies,,11,0,101,Loyers (données publiques),2026-03-03T09:22:09.139Z
26191,Montboucher-sur-Jabron,12,13,144,191,Loyers (données publiques),2026-03-03T09:22:09.139Z
26197,Montélier,11,11,118,106,Loyers (données publiques),2026-03-03T09:22:09.139Z
26198,Montélimar,11,12,1623,8987,Loyers (données publiques),2026-03-03T09:22:09.139Z
26206,Montmeyran,,12,0,166,Loyers (données publiques),2026-03-03T09:22:09.139Z
26218,Mours-Saint-Eusèbe,10,,117,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
26220,Nyons,10,11,187,1368,Loyers (données publiques),2026-03-03T09:22:09.139Z
26231,Peyrins,,11,0,139,Loyers (données publiques),2026-03-03T09:22:09.139Z
26235,Pierrelatte,11,11,490,1645,Loyers (données publiques),2026-03-03T09:22:09.139Z
26250,Pont-de-l'Isère,,12,0,106,Loyers (données publiques),2026-03-03T09:22:09.139Z
26252,Portes-lès-Valence,11,13,187,651,Loyers (données publiques),2026-03-03T09:22:09.139Z
26271,La Roche-de-Glun,,12,0,117,Loyers (données publiques),2026-03-03T09:22:09.139Z
26281,Romans-sur-Isère,10,11,583,6477,Loyers (données publiques),2026-03-03T09:22:09.139Z
26301,Saint-Donat-sur-l'Herbasse,9,10,146,494,Loyers (données publiques),2026-03-03T09:22:09.139Z
26305,Saint-Gervais-sur-Roubion,,12,0,161,Loyers (données publiques),2026-03-03T09:22:09.139Z
26307,Saint-Jean-en-Royans,,9,0,395,Loyers (données publiques),2026-03-03T09:22:09.139Z
26313,Saint-Marcel-lès-Valence,11,12,221,310,Loyers (données publiques),2026-03-03T09:22:09.139Z
26324,Saint-Paul-Trois-Châteaux,11,11,404,942,Loyers (données publiques),2026-03-03T09:22:09.139Z
26325,Saint-Rambert-d'Albon,10,10,165,643,Loyers (données publiques),2026-03-03T09:22:09.139Z
26330,Saint-Sorlin-en-Valloire,,10,0,150,Loyers (données publiques),2026-03-03T09:22:09.139Z
26332,Saint-Uze,9,9,117,319,Loyers (données publiques),2026-03-03T09:22:09.139Z
26333,Saint-Vallier,,9,0,1223,Loyers (données publiques),2026-03-03T09:22:09.139Z
26337,Saulce-sur-Rhône,,10,0,122,Loyers (données publiques),2026-03-03T09:22:09.139Z
26338,Sauzet,12,11,134,143,Loyers (données publiques),2026-03-03T09:22:09.139Z
26345,Suze-la-Rousse,,10,0,157,Loyers (données publiques),2026-03-03T09:22:09.139Z
26347,Tain-l'Hermitage,10,11,201,1502,Loyers (données publiques),2026-03-03T09:22:09.139Z
26348,Taulignan,,9,0,164,Loyers (données publiques),2026-03-03T09:22:09.139Z
26357,Tulette,9,10,114,242,Loyers (données publiques),2026-03-03T09:22:09.139Z
26362,Valence,11,12,666,14916,Loyers (données publiques),2026-03-03T09:22:09.139Z
27016,Les Andelys,10,12,199,942,Loyers (données publiques),2026-03-03T09:22:09.139Z
27022,Le Val d'Hazey,11,11,124,133,Loyers (données publiques),2026-03-03T09:22:09.139Z
27049,Mesnil-en-Ouche,9,,128,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
27051,Beaumont-le-Roger,8,11,190,353,Loyers (données publiques),2026-03-03T09:22:09.139Z
27056,Bernay,9,11,764,1820,Loyers (données publiques),2026-03-03T09:22:09.139Z
27065,Beuzeville,9,11,288,564,Loyers (données publiques),2026-03-03T09:22:09.139Z
27082,La Bonneville-sur-Iton,,11,0,130,Loyers (données publiques),2026-03-03T09:22:09.139Z
27090,Bosroumois,10,,224,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
27103,Bourg-Achard,10,11,383,386,Loyers (données publiques),2026-03-03T09:22:09.139Z
27105,Grand Bourgtheroulde,10,12,328,211,Loyers (données publiques),2026-03-03T09:22:09.139Z
27112,Breteuil,8,10,199,273,Loyers (données publiques),2026-03-03T09:22:09.139Z
27116,Brionne,9,11,245,318,Loyers (données publiques),2026-03-03T09:22:09.139Z
27165,Conches-en-Ouche,10,11,297,626,Loyers (données publiques),2026-03-03T09:22:09.139Z
27170,Cormeilles,8,12,128,219,Loyers (données publiques),2026-03-03T09:22:09.139Z
27188,Criquebeuf-sur-Seine,10,,125,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
27198,Mesnils-sur-Iton,9,11,294,326,Loyers (données publiques),2026-03-03T09:22:09.139Z
27213,Vexin-sur-Epte,10,,179,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
27226,Étrépagny,9,12,131,305,Loyers (données publiques),2026-03-03T09:22:09.139Z
27229,Évreux,11,13,1428,9346,Loyers (données publiques),2026-03-03T09:22:09.139Z
27230,Ézy-sur-Eure,11,13,172,372,Loyers (données publiques),2026-03-03T09:22:09.139Z
27246,Fleury-sur-Andelle,8,11,171,135,Loyers (données publiques),2026-03-03T09:22:09.139Z
27275,Gaillon,10,12,196,1026,Loyers (données publiques),2026-03-03T09:22:09.139Z
27279,Gasny,,13,0,191,Loyers (données publiques),2026-03-03T09:22:09.139Z
27284,Gisors,10,13,194,1034,Loyers (données publiques),2026-03-03T09:22:09.139Z
27299,Gravigny,11,12,175,270,Loyers (données publiques),2026-03-03T09:22:09.139Z
27355,Ivry-la-Bataille,,13,0,359,Loyers (données publiques),2026-03-03T09:22:09.139Z
27375,Louviers,10,12,547,2165,Loyers (données publiques),2026-03-03T09:22:09.139Z
27385,Manneville-sur-Risle,8,,111,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
27386,Le Manoir,,10,0,103,Loyers (données publiques),2026-03-03T09:22:09.139Z
27428,Le Neubourg,9,13,592,738,Loyers (données publiques),2026-03-03T09:22:09.139Z
27438,Nonancourt,9,11,109,542,Loyers (données publiques),2026-03-03T09:22:09.139Z
27448,Pacy-sur-Eure,11,13,325,828,Loyers (données publiques),2026-03-03T09:22:09.139Z
27467,Pont-Audemer,9,12,515,1688,Loyers (données publiques),2026-03-03T09:22:09.139Z
27469,Pont-de-l'Arche,11,12,236,397,Loyers (données publiques),2026-03-03T09:22:09.139Z
27470,Pont-Saint-Pierre,9,11,122,231,Loyers (données publiques),2026-03-03T09:22:09.139Z
27493,Romilly-sur-Andelle,10,11,171,123,Loyers (données publiques),2026-03-03T09:22:09.139Z
27500,Routot,9,,134,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
27502,Rugles,7,9,240,223,Loyers (données publiques),2026-03-03T09:22:09.139Z
27507,Saint-André-de-l'Eure,11,11,270,416,Loyers (données publiques),2026-03-03T09:22:09.139Z
27528,Le Vaudreuil,11,13,220,164,Loyers (données publiques),2026-03-03T09:22:09.139Z
27562,Saint-Marcel,11,13,150,276,Loyers (données publiques),2026-03-03T09:22:09.139Z
27602,Saint-Sébastien-de-Morsent,11,,188,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
27629,Thiberville,8,10,102,114,Loyers (données publiques),2026-03-03T09:22:09.139Z
27643,Tillières-sur-Avre,,10,0,131,Loyers (données publiques),2026-03-03T09:22:09.139Z
27679,Verneuil d'Avre et d'Iton,8,11,341,984,Loyers (données publiques),2026-03-03T09:22:09.139Z
27681,Vernon,14,14,694,3766,Loyers (données publiques),2026-03-03T09:22:09.139Z
27701,Val-de-Reuil,11,12,139,297,Loyers (données publiques),2026-03-03T09:22:09.139Z
28001,Abondant,12,13,100,152,Loyers (données publiques),2026-03-03T09:22:09.139Z
28007,Anet,11,13,105,296,Loyers (données publiques),2026-03-03T09:22:09.139Z
28009,Ardelu,,12,0,149,Loyers (données publiques),2026-03-03T09:22:09.139Z
28015,Auneau-Bleury-Saint-Symphorien,11,13,151,591,Loyers (données publiques),2026-03-03T09:22:09.139Z
28018,Authon-du-Perche,7,,131,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
28051,Bonneval,8,10,351,477,Loyers (données publiques),2026-03-03T09:22:09.139Z
28059,Brezolles,8,10,118,180,Loyers (données publiques),2026-03-03T09:22:09.139Z
28061,Brou,8,9,297,521,Loyers (données publiques),2026-03-03T09:22:09.139Z
28064,Bû,,14,0,187,Loyers (données publiques),2026-03-03T09:22:09.139Z
28070,Champhol,12,,119,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
28085,Chartres,12,13,1066,9646,Loyers (données publiques),2026-03-03T09:22:09.139Z
28088,Châteaudun,8,10,548,1607,Loyers (données publiques),2026-03-03T09:22:09.139Z
28089,Châteauneuf-en-Thymerais,10,11,168,430,Loyers (données publiques),2026-03-03T09:22:09.139Z
28103,Cloyes-les-Trois-Rivières,8,9,311,209,Loyers (données publiques),2026-03-03T09:22:09.139Z
28110,Le Coudray,,13,0,536,Loyers (données publiques),2026-03-03T09:22:09.139Z
28113,Coulombs,,12,0,107,Loyers (données publiques),2026-03-03T09:22:09.139Z
28116,Courville-sur-Eure,10,11,223,361,Loyers (données publiques),2026-03-03T09:22:09.139Z
28134,Dreux,11,13,430,3588,Loyers (données publiques),2026-03-03T09:22:09.139Z
28140,Épernon,13,14,211,2269,Loyers (données publiques),2026-03-03T09:22:09.139Z
28168,Gallardon,11,12,119,386,Loyers (données publiques),2026-03-03T09:22:09.139Z
28191,Hanches,,13,0,117,Loyers (données publiques),2026-03-03T09:22:09.139Z
28196,Illiers-Combray,8,12,143,222,Loyers (données publiques),2026-03-03T09:22:09.139Z
28199,Janville-en-Beauce,11,12,144,191,Loyers (données publiques),2026-03-03T09:22:09.139Z
28209,Lèves,11,13,129,430,Loyers (données publiques),2026-03-03T09:22:09.139Z
28213,Lormaye,,11,0,110,Loyers (données publiques),2026-03-03T09:22:09.139Z
28214,La Loupe,8,9,196,476,Loyers (données publiques),2026-03-03T09:22:09.139Z
28218,Lucé,11,13,172,2383,Loyers (données publiques),2026-03-03T09:22:09.139Z
28220,Luisant,14,14,241,473,Loyers (données publiques),2026-03-03T09:22:09.139Z
28227,Maintenon,12,13,175,601,Loyers (données publiques),2026-03-03T09:22:09.139Z
28229,Mainvilliers,11,15,181,867,Loyers (données publiques),2026-03-03T09:22:09.139Z
28236,Arcisses,8,,105,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
28279,Nogent-le-Roi,12,11,126,868,Loyers (données publiques),2026-03-03T09:22:09.139Z
28280,Nogent-le-Rotrou,8,10,434,1638,Loyers (données publiques),2026-03-03T09:22:09.139Z
28298,Pierres,,13,0,101,Loyers (données publiques),2026-03-03T09:22:09.139Z
28337,Saint-Georges-sur-Eure,10,,114,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
28348,Saint-Lubin-des-Joncherets,,11,0,106,Loyers (données publiques),2026-03-03T09:22:09.139Z
28359,Saint-Rémy-sur-Avre,,11,0,109,Loyers (données publiques),2026-03-03T09:22:09.139Z
28373,Senonches,8,9,154,164,Loyers (données publiques),2026-03-03T09:22:09.139Z
28391,Toury,,11,0,267,Loyers (données publiques),2026-03-03T09:22:09.139Z
28394,Tréon,,13,0,106,Loyers (données publiques),2026-03-03T09:22:09.139Z
28404,Vernouillet,11,13,119,245,Loyers (données publiques),2026-03-03T09:22:09.139Z
28422,Les Villages Vovéens,11,11,235,350,Loyers (données publiques),2026-03-03T09:22:09.139Z
29003,Audierne,,12,0,161,Loyers (données publiques),2026-03-03T09:22:09.139Z
29004,Bannalec,9,12,211,216,Loyers (données publiques),2026-03-03T09:22:09.139Z
29006,Bénodet,12,14,129,268,Loyers (données publiques),2026-03-03T09:22:09.139Z
29011,Bohars,11,12,129,130,Loyers (données publiques),2026-03-03T09:22:09.139Z
29015,Bourg-Blanc,10,,123,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29019,Brest,11,12,2012,30870,Loyers (données publiques),2026-03-03T09:22:09.139Z
29020,Briec,10,12,243,179,Loyers (données publiques),2026-03-03T09:22:09.139Z
29023,Carantec,10,11,168,154,Loyers (données publiques),2026-03-03T09:22:09.139Z
29024,Carhaix-Plouguer,8,10,400,1128,Loyers (données publiques),2026-03-03T09:22:09.139Z
29026,Châteaulin,9,12,213,520,Loyers (données publiques),2026-03-03T09:22:09.139Z
29027,Châteauneuf-du-Faou,,10,0,151,Loyers (données publiques),2026-03-03T09:22:09.139Z
29030,Cléder,9,,164,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29031,Clohars-Carnoët,12,,112,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29037,Combrit,11,13,112,111,Loyers (données publiques),2026-03-03T09:22:09.139Z
29039,Concarneau,11,11,462,1410,Loyers (données publiques),2026-03-03T09:22:09.139Z
29042,Crozon,11,12,135,310,Loyers (données publiques),2026-03-03T09:22:09.139Z
29046,Douarnenez,9,12,180,820,Loyers (données publiques),2026-03-03T09:22:09.139Z
29049,Elliant,10,,157,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29051,Ergué-Gabéric,11,,230,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29053,Le Faou,10,10,127,147,Loyers (données publiques),2026-03-03T09:22:09.139Z
29055,Le Folgoët,10,,115,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29058,Fouesnant,12,13,450,606,Loyers (données publiques),2026-03-03T09:22:09.139Z
29061,Gouesnou,11,13,238,297,Loyers (données publiques),2026-03-03T09:22:09.139Z
29068,Guiclan,9,,123,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29069,Guilers,11,12,244,272,Loyers (données publiques),2026-03-03T09:22:09.139Z
29072,Guilvinec,,11,0,203,Loyers (données publiques),2026-03-03T09:22:09.139Z
29075,Guipavas,11,13,522,839,Loyers (données publiques),2026-03-03T09:22:09.139Z
29076,Milizac-Guipronvel,11,,107,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29097,Lampaul-Guimiliau,9,,105,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29103,Landerneau,11,13,577,1807,Loyers (données publiques),2026-03-03T09:22:09.139Z
29105,Landivisiau,9,11,582,896,Loyers (données publiques),2026-03-03T09:22:09.139Z
29117,Lannilis,11,11,185,300,Loyers (données publiques),2026-03-03T09:22:09.139Z
29124,Lesneven,10,12,306,668,Loyers (données publiques),2026-03-03T09:22:09.139Z
29130,Locmaria-Plouzané,12,,153,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29140,Loperhet,10,,135,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29147,Mellac,11,,100,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29150,Moëlan-sur-Mer,11,12,122,105,Loyers (données publiques),2026-03-03T09:22:09.139Z
29151,Morlaix,10,10,474,3282,Loyers (données publiques),2026-03-03T09:22:09.139Z
29160,Plabennec,11,12,302,258,Loyers (données publiques),2026-03-03T09:22:09.139Z
29161,Pleuven,11,,145,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29162,Pleyben,8,10,179,233,Loyers (données publiques),2026-03-03T09:22:09.139Z
29163,Pleyber-Christ,9,,135,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29169,Plogonnec,10,,123,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29170,Plomelin,10,,120,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29174,Plonéour-Lanvern,10,11,152,125,Loyers (données publiques),2026-03-03T09:22:09.139Z
29177,Plouarzel,10,,110,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29178,Ploudalmézeau,10,11,154,219,Loyers (données publiques),2026-03-03T09:22:09.139Z
29179,Ploudaniel,9,,139,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29181,Plouédern,10,,168,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29185,Plouescat,9,10,142,102,Loyers (données publiques),2026-03-03T09:22:09.139Z
29189,Plougastel-Daoulas,11,12,499,366,Loyers (données publiques),2026-03-03T09:22:09.139Z
29190,Plougonvelin,11,13,160,150,Loyers (données publiques),2026-03-03T09:22:09.139Z
29195,Plouguerneau,11,,157,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29199,Plouigneau,9,,244,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
29204,Plounéventer,9,,109,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
