code_insee,commune,loyer_m2_maison,loyer_m2_appartement,nb_obs_maison,nb_obs_appartement,source,updated_at
77327,Nangis,12,14,177,693,Loyers (données publiques),2026-03-03T09:22:09.139Z
77330,Nanteuil-lès-Meaux,14,16,161,846,Loyers (données publiques),2026-03-03T09:22:09.139Z
77333,Nemours,11,14,297,1418,Loyers (données publiques),2026-03-03T09:22:09.139Z
77337,Noisiel,,19,0,472,Loyers (données publiques),2026-03-03T09:22:09.139Z
77349,Othis,,17,0,419,Loyers (données publiques),2026-03-03T09:22:09.139Z
77350,Ozoir-la-Ferrière,17,18,176,2740,Loyers (données publiques),2026-03-03T09:22:09.139Z
77358,Penchard,,15,0,150,Loyers (données publiques),2026-03-03T09:22:09.139Z
77363,Le Pin,,18,0,172,Loyers (données publiques),2026-03-03T09:22:09.139Z
77371,Pommeuse,,14,0,129,Loyers (données publiques),2026-03-03T09:22:09.139Z
77372,Pomponne,,18,0,501,Loyers (données publiques),2026-03-03T09:22:09.139Z
77373,Pontault-Combault,15,18,365,5191,Loyers (données publiques),2026-03-03T09:22:09.139Z
77374,Pontcarré,,17,0,274,Loyers (données publiques),2026-03-03T09:22:09.139Z
77377,Presles-en-Brie,,17,0,206,Loyers (données publiques),2026-03-03T09:22:09.139Z
77378,Pringy,,16,0,658,Loyers (données publiques),2026-03-03T09:22:09.139Z
77379,Provins,12,13,316,2140,Loyers (données publiques),2026-03-03T09:22:09.139Z
77382,Quincy-Voisins,14,17,105,252,Loyers (données publiques),2026-03-03T09:22:09.139Z
77385,Rebais,,12,0,139,Loyers (données publiques),2026-03-03T09:22:09.139Z
77389,La Rochette,,17,0,766,Loyers (données publiques),2026-03-03T09:22:09.139Z
77390,Roissy-en-Brie,,18,0,1182,Loyers (données publiques),2026-03-03T09:22:09.139Z
77393,Rozay-en-Brie,,15,0,405,Loyers (données publiques),2026-03-03T09:22:09.139Z
77397,Saâcy-sur-Marne,,12,0,149,Loyers (données publiques),2026-03-03T09:22:09.139Z
77407,Saint-Fargeau-Ponthierry,15,16,228,2215,Loyers (données publiques),2026-03-03T09:22:09.139Z
77413,Saint-Germain-sur-Morin,,17,0,297,Loyers (données publiques),2026-03-03T09:22:09.139Z
77419,Saint-Mammès,13,14,111,204,Loyers (données publiques),2026-03-03T09:22:09.139Z
77420,Saint-Mard,,17,0,174,Loyers (données publiques),2026-03-03T09:22:09.139Z
77430,Saint-Pathus,,16,0,263,Loyers (données publiques),2026-03-03T09:22:09.139Z
77431,Saint-Pierre-lès-Nemours,,15,0,103,Loyers (données publiques),2026-03-03T09:22:09.139Z
77437,Saint-Soupplets,,15,0,235,Loyers (données publiques),2026-03-03T09:22:09.139Z
77438,Saint-Thibault-des-Vignes,,18,0,424,Loyers (données publiques),2026-03-03T09:22:09.139Z
77445,Savigny-le-Temple,15,17,193,2158,Loyers (données publiques),2026-03-03T09:22:09.139Z
77449,Serris,19,20,100,2042,Loyers (données publiques),2026-03-03T09:22:09.139Z
77455,Soignolles-en-Brie,,15,0,171,Loyers (données publiques),2026-03-03T09:22:09.139Z
77458,Souppes-sur-Loing,10,12,112,394,Loyers (données publiques),2026-03-03T09:22:09.139Z
77464,Thorigny-sur-Marne,,18,0,1506,Loyers (données publiques),2026-03-03T09:22:09.139Z
77468,Torcy,,18,0,1735,Loyers (données publiques),2026-03-03T09:22:09.139Z
77470,Tournan-en-Brie,14,16,104,1058,Loyers (données publiques),2026-03-03T09:22:09.139Z
77475,Trilport,,16,0,215,Loyers (données publiques),2026-03-03T09:22:09.139Z
77479,Vaires-sur-Marne,,18,0,1423,Loyers (données publiques),2026-03-03T09:22:09.139Z
77487,Vaux-le-Pénil,14,17,110,436,Loyers (données publiques),2026-03-03T09:22:09.139Z
77493,Verneuil-l'Étang,,15,0,193,Loyers (données publiques),2026-03-03T09:22:09.139Z
77494,Vernou-la-Celle-sur-Seine,,14,0,100,Loyers (données publiques),2026-03-03T09:22:09.139Z
77495,Vert-Saint-Denis,,17,0,297,Loyers (données publiques),2026-03-03T09:22:09.139Z
77508,Villeneuve-le-Comte,,16,0,116,Loyers (données publiques),2026-03-03T09:22:09.139Z
77513,Villenoy,,17,0,755,Loyers (données publiques),2026-03-03T09:22:09.139Z
77514,Villeparisis,16,18,223,3197,Loyers (données publiques),2026-03-03T09:22:09.139Z
77531,Voulx,,13,0,112,Loyers (données publiques),2026-03-03T09:22:09.139Z
78003,Ablis,,15,0,315,Loyers (données publiques),2026-03-03T09:22:09.139Z
78005,Achères,16,18,107,1803,Loyers (données publiques),2026-03-03T09:22:09.139Z
78015,Andrésy,17,18,100,1846,Loyers (données publiques),2026-03-03T09:22:09.139Z
78029,Aubergenville,16,16,120,927,Loyers (données publiques),2026-03-03T09:22:09.139Z
78043,Bailly,,20,0,300,Loyers (données publiques),2026-03-03T09:22:09.139Z
78062,Beynes,,17,0,562,Loyers (données publiques),2026-03-03T09:22:09.139Z
78073,Bois-d'Arcy,18,18,114,2229,Loyers (données publiques),2026-03-03T09:22:09.139Z
78087,Bonnelles,,17,0,351,Loyers (données publiques),2026-03-03T09:22:09.139Z
78089,Bonnières-sur-Seine,13,15,154,855,Loyers (données publiques),2026-03-03T09:22:09.139Z
78090,Bouafle,,15,0,193,Loyers (données publiques),2026-03-03T09:22:09.139Z
78092,Bougival,,20,0,1672,Loyers (données publiques),2026-03-03T09:22:09.139Z
78107,Bréval,13,15,105,146,Loyers (données publiques),2026-03-03T09:22:09.139Z
78117,Buc,,20,0,760,Loyers (données publiques),2026-03-03T09:22:09.139Z
78118,Buchelay,,16,0,214,Loyers (données publiques),2026-03-03T09:22:09.139Z
78123,Carrières-sous-Poissy,15,19,181,3226,Loyers (données publiques),2026-03-03T09:22:09.139Z
78124,Carrières-sur-Seine,,21,0,1228,Loyers (données publiques),2026-03-03T09:22:09.139Z
78126,La Celle-Saint-Cloud,24,22,226,1732,Loyers (données publiques),2026-03-03T09:22:09.139Z
78133,Chambourcy,22,21,150,725,Loyers (données publiques),2026-03-03T09:22:09.139Z
78138,Chanteloup-les-Vignes,,16,0,878,Loyers (données publiques),2026-03-03T09:22:09.139Z
78146,Chatou,23,22,341,4234,Loyers (données publiques),2026-03-03T09:22:09.139Z
78158,Le Chesnay-Rocquencourt,,22,0,4791,Loyers (données publiques),2026-03-03T09:22:09.139Z
78160,Chevreuse,,18,0,557,Loyers (données publiques),2026-03-03T09:22:09.139Z
78165,Les Clayes-sous-Bois,,19,0,1275,Loyers (données publiques),2026-03-03T09:22:09.139Z
78168,Coignières,,18,0,348,Loyers (données publiques),2026-03-03T09:22:09.139Z
78172,Conflans-Sainte-Honorine,17,18,478,4204,Loyers (données publiques),2026-03-03T09:22:09.139Z
78190,Croissy-sur-Seine,24,23,143,1339,Loyers (données publiques),2026-03-03T09:22:09.139Z
78206,Ecquevilly,,16,0,323,Loyers (données publiques),2026-03-03T09:22:09.139Z
78208,Élancourt,16,18,159,2791,Loyers (données publiques),2026-03-03T09:22:09.139Z
78217,Épône,15,16,171,819,Loyers (données publiques),2026-03-03T09:22:09.139Z
78220,Les Essarts-le-Roi,,17,0,406,Loyers (données publiques),2026-03-03T09:22:09.139Z
78224,L'Étang-la-Ville,24,21,118,341,Loyers (données publiques),2026-03-03T09:22:09.139Z
78238,Flins-sur-Seine,,16,0,310,Loyers (données publiques),2026-03-03T09:22:09.139Z
78239,Follainville-Dennemont,,15,0,144,Loyers (données publiques),2026-03-03T09:22:09.139Z
78242,Fontenay-le-Fleury,,19,0,2311,Loyers (données publiques),2026-03-03T09:22:09.139Z
78255,Freneuse,,15,0,177,Loyers (données publiques),2026-03-03T09:22:09.139Z
78267,Gargenville,15,17,148,806,Loyers (données publiques),2026-03-03T09:22:09.139Z
78291,Guerville,,14,0,117,Loyers (données publiques),2026-03-03T09:22:09.139Z
78297,Guyancourt,,19,0,1912,Loyers (données publiques),2026-03-03T09:22:09.139Z
78299,Hardricourt,,16,0,359,Loyers (données publiques),2026-03-03T09:22:09.139Z
78310,Houdan,14,16,340,1358,Loyers (données publiques),2026-03-03T09:22:09.139Z
78311,Houilles,19,21,222,3754,Loyers (données publiques),2026-03-03T09:22:09.139Z
78314,Issou,,16,0,188,Loyers (données publiques),2026-03-03T09:22:09.139Z
78321,Jouars-Pontchartrain,17,19,159,349,Loyers (données publiques),2026-03-03T09:22:09.139Z
78322,Jouy-en-Josas,,22,0,584,Loyers (données publiques),2026-03-03T09:22:09.139Z
78327,Juziers,,16,0,492,Loyers (données publiques),2026-03-03T09:22:09.139Z
78335,Limay,13,15,180,1486,Loyers (données publiques),2026-03-03T09:22:09.139Z
78350,Louveciennes,,20,0,618,Loyers (données publiques),2026-03-03T09:22:09.139Z
78354,Magnanville,,17,0,186,Loyers (données publiques),2026-03-03T09:22:09.139Z
78356,Magny-les-Hameaux,,18,0,227,Loyers (données publiques),2026-03-03T09:22:09.139Z
78358,Maisons-Laffitte,27,23,211,2228,Loyers (données publiques),2026-03-03T09:22:09.139Z
78361,Mantes-la-Jolie,14,16,335,7048,Loyers (données publiques),2026-03-03T09:22:09.139Z
78362,Mantes-la-Ville,14,16,263,2350,Loyers (données publiques),2026-03-03T09:22:09.139Z
78367,Mareil-Marly,22,21,140,327,Loyers (données publiques),2026-03-03T09:22:09.139Z
78372,Marly-le-Roi,24,21,125,2022,Loyers (données publiques),2026-03-03T09:22:09.139Z
78380,Maule,15,16,152,672,Loyers (données publiques),2026-03-03T09:22:09.139Z
78382,Maurecourt,,17,0,234,Loyers (données publiques),2026-03-03T09:22:09.139Z
78383,Maurepas,15,17,273,3090,Loyers (données publiques),2026-03-03T09:22:09.139Z
78396,Le Mesnil-le-Roi,,20,0,362,Loyers (données publiques),2026-03-03T09:22:09.139Z
78397,Le Mesnil-Saint-Denis,16,19,110,502,Loyers (données publiques),2026-03-03T09:22:09.139Z
78401,Meulan-en-Yvelines,,16,0,1747,Loyers (données publiques),2026-03-03T09:22:09.139Z
78402,Mézières-sur-Seine,15,15,159,331,Loyers (données publiques),2026-03-03T09:22:09.139Z
78403,Mézy-sur-Seine,,16,0,452,Loyers (données publiques),2026-03-03T09:22:09.139Z
78418,Montesson,22,21,113,880,Loyers (données publiques),2026-03-03T09:22:09.139Z
78420,Montfort-l'Amaury,,19,0,468,Loyers (données publiques),2026-03-03T09:22:09.139Z
78423,Montigny-le-Bretonneux,18,20,152,4488,Loyers (données publiques),2026-03-03T09:22:09.139Z
78440,Les Mureaux,15,16,182,2249,Loyers (données publiques),2026-03-03T09:22:09.139Z
78442,Neauphle-le-Château,,19,0,706,Loyers (données publiques),2026-03-03T09:22:09.139Z
78443,Neauphle-le-Vieux,,21,0,100,Loyers (données publiques),2026-03-03T09:22:09.139Z
78451,Nézel,,15,0,116,Loyers (données publiques),2026-03-03T09:22:09.139Z
78455,Noisy-le-Roi,,22,0,523,Loyers (données publiques),2026-03-03T09:22:09.139Z
78466,Orgeval,19,20,263,406,Loyers (données publiques),2026-03-03T09:22:09.139Z
78481,Le Pecq,,22,0,1398,Loyers (données publiques),2026-03-03T09:22:09.139Z
78486,Le Perray-en-Yvelines,16,16,142,821,Loyers (données publiques),2026-03-03T09:22:09.139Z
78490,Plaisir,17,18,252,3812,Loyers (données publiques),2026-03-03T09:22:09.139Z
78498,Poissy,17,19,105,7353,Loyers (données publiques),2026-03-03T09:22:09.139Z
78502,Le Port-Marly,,20,0,671,Loyers (données publiques),2026-03-03T09:22:09.139Z
78513,La Queue-les-Yvelines,,17,0,192,Loyers (données publiques),2026-03-03T09:22:09.139Z
78517,Rambouillet,16,17,528,5624,Loyers (données publiques),2026-03-03T09:22:09.139Z
78531,Rosny-sur-Seine,13,15,101,654,Loyers (données publiques),2026-03-03T09:22:09.139Z
78537,Saint-Arnoult-en-Yvelines,14,16,107,620,Loyers (données publiques),2026-03-03T09:22:09.139Z
78545,Saint-Cyr-l'École,20,20,106,4038,Loyers (données publiques),2026-03-03T09:22:09.139Z
78551,Saint-Germain-en-Laye,26,24,550,10697,Loyers (données publiques),2026-03-03T09:22:09.139Z
78571,Saint-Nom-la-Bretèche,,21,0,167,Loyers (données publiques),2026-03-03T09:22:09.139Z
78575,Saint-Rémy-lès-Chevreuse,,19,0,578,Loyers (données publiques),2026-03-03T09:22:09.139Z
78576,Saint-Rémy-l'Honoré,,19,0,111,Loyers (données publiques),2026-03-03T09:22:09.139Z
78586,Sartrouville,19,21,238,4157,Loyers (données publiques),2026-03-03T09:22:09.139Z
78588,Saulx-Marchais,,15,0,119,Loyers (données publiques),2026-03-03T09:22:09.139Z
78591,Septeuil,,16,0,225,Loyers (données publiques),2026-03-03T09:22:09.139Z
78616,Thoiry,,17,0,135,Loyers (données publiques),2026-03-03T09:22:09.139Z
78621,Trappes,,18,0,2896,Loyers (données publiques),2026-03-03T09:22:09.139Z
78624,Triel-sur-Seine,15,18,181,1895,Loyers (données publiques),2026-03-03T09:22:09.139Z
78638,Vaux-sur-Seine,,16,0,482,Loyers (données publiques),2026-03-03T09:22:09.139Z
78640,Vélizy-Villacoublay,,22,0,1744,Loyers (données publiques),2026-03-03T09:22:09.139Z
78642,Verneuil-sur-Seine,18,18,101,1942,Loyers (données publiques),2026-03-03T09:22:09.139Z
78643,Vernouillet,17,18,128,621,Loyers (données publiques),2026-03-03T09:22:09.139Z
78644,La Verrière,,17,0,243,Loyers (données publiques),2026-03-03T09:22:09.139Z
78646,Versailles,24,24,243,14588,Loyers (données publiques),2026-03-03T09:22:09.139Z
78650,Le Vésinet,28,24,230,2551,Loyers (données publiques),2026-03-03T09:22:09.139Z
78672,Villennes-sur-Seine,20,20,196,668,Loyers (données publiques),2026-03-03T09:22:09.139Z
78674,Villepreux,,19,0,673,Loyers (données publiques),2026-03-03T09:22:09.139Z
78686,Viroflay,,24,0,1747,Loyers (données publiques),2026-03-03T09:22:09.139Z
78688,Voisins-le-Bretonneux,,20,0,878,Loyers (données publiques),2026-03-03T09:22:09.139Z
79001,L'Absie,8,,100,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79003,Aiffres,10,,222,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79005,Airvault,7,9,269,133,Loyers (données publiques),2026-03-03T09:22:09.139Z
79013,Argentonnay,7,,163,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79014,Loretz-d'Argenton,7,,108,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79031,Beauvoir-sur-Niort,9,,161,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79048,La Crèche,9,10,469,178,Loyers (données publiques),2026-03-03T09:22:09.139Z
79049,Bressuire,8,11,1207,1491,Loyers (données publiques),2026-03-03T09:22:09.139Z
79061,Celles-sur-Belle,7,9,241,177,Loyers (données publiques),2026-03-03T09:22:09.139Z
79062,Cerizay,8,9,155,155,Loyers (données publiques),2026-03-03T09:22:09.139Z
79066,Champdeniers,8,9,135,109,Loyers (données publiques),2026-03-03T09:22:09.139Z
79076,La Chapelle-Saint-Laurent,8,,145,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79079,Mauléon,8,9,377,178,Loyers (données publiques),2026-03-03T09:22:09.139Z
79080,Châtillon-sur-Thouet,8,,136,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79081,Chauray,10,11,518,257,Loyers (données publiques),2026-03-03T09:22:09.139Z
79083,Chef-Boutonne,8,10,186,124,Loyers (données publiques),2026-03-03T09:22:09.139Z
79088,Chiché,8,,120,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79100,Coulon,9,,103,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79101,Coulonges-sur-l'Autize,8,8,221,169,Loyers (données publiques),2026-03-03T09:22:09.139Z
79103,Courlay,7,,106,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79109,Échiré,9,,141,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79116,Faye-l'Abbesse,9,,108,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79130,Frontenay-Rohan-Rohan,10,,146,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79148,Lezay,7,,107,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79162,Magné,9,,134,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79170,Mauzé-sur-le-Mignon,10,10,241,180,Loyers (données publiques),2026-03-03T09:22:09.139Z
79172,Mazières-en-Gâtine,7,,122,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79174,Melle,8,8,309,388,Loyers (données publiques),2026-03-03T09:22:09.139Z
79179,Moncoutant-sur-Sèvre,8,9,317,152,Loyers (données publiques),2026-03-03T09:22:09.139Z
79184,La Mothe-Saint-Héray,7,,126,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79185,Aigondigné,9,,208,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79191,Niort,10,12,3770,8989,Loyers (données publiques),2026-03-03T09:22:09.139Z
79195,Nueil-les-Aubiers,7,,311,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79196,Plaine-et-Vallées,7,,106,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79201,Pamproux,7,,110,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79202,Parthenay,9,10,846,1421,Loyers (données publiques),2026-03-03T09:22:09.139Z
79216,Prahecq,9,,110,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79239,Saint-Aubin-le-Cloud,7,,122,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79249,Saint-Gelais,9,,105,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79259,Saint-Jean-de-Thouars,7,,101,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79270,Saint-Maixent-l'École,7,11,489,733,Loyers (données publiques),2026-03-03T09:22:09.139Z
79285,Saint-Pardoux-Soutiers,7,,129,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79299,Saint-Varent,7,,157,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79307,Sauzé-entre-Bois,7,,160,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79311,Secondigny,7,,184,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79326,Thénezay,7,,119,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79329,Thouars,7,9,1274,1365,Loyers (données publiques),2026-03-03T09:22:09.139Z
79339,Vasles,7,,122,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
79355,Vouillé,10,,169,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
80001,Abbeville,9,11,1256,3048,Loyers (données publiques),2026-03-03T09:22:09.139Z
80010,Ailly-sur-Noye,9,12,159,149,Loyers (données publiques),2026-03-03T09:22:09.139Z
80011,Ailly-sur-Somme,9,,113,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
80013,Airaines,8,11,139,112,Loyers (données publiques),2026-03-03T09:22:09.139Z
80016,Albert,8,12,798,1160,Loyers (données publiques),2026-03-03T09:22:09.139Z
80021,Amiens,12,13,5470,41032,Loyers (données publiques),2026-03-03T09:22:09.139Z
80039,Ault,,11,0,142,Loyers (données publiques),2026-03-03T09:22:09.139Z
80071,Beauval,8,,149,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
80131,Boves,10,12,169,336,Loyers (données publiques),2026-03-03T09:22:09.139Z
80136,Bray-sur-Somme,8,,109,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
80164,Camon,12,15,105,137,Loyers (données publiques),2026-03-03T09:22:09.139Z
80186,Chaulnes,8,11,118,161,Loyers (données publiques),2026-03-03T09:22:09.139Z
80211,Conty,10,,125,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
80212,Corbie,8,12,284,515,Loyers (données publiques),2026-03-03T09:22:09.139Z
80253,Doullens,8,10,479,692,Loyers (données publiques),2026-03-03T09:22:09.139Z
80256,Dreuil-lès-Amiens,,12,0,176,Loyers (données publiques),2026-03-03T09:22:09.139Z
80318,Flixecourt,8,11,271,147,Loyers (données publiques),2026-03-03T09:22:09.139Z
80338,Fouilloy,,13,0,127,Loyers (données publiques),2026-03-03T09:22:09.139Z
80368,Friville-Escarbotin,8,10,181,238,Loyers (données publiques),2026-03-03T09:22:09.139Z
80373,Gamaches,8,,152,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
80410,Ham,8,9,283,451,Loyers (données publiques),2026-03-03T09:22:09.139Z
80485,Ô-de-Selle,10,,116,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
80489,Longueau,13,15,119,285,Loyers (données publiques),2026-03-03T09:22:09.139Z
80533,Mers-les-Bains,,12,0,271,Loyers (données publiques),2026-03-03T09:22:09.139Z
80561,Montdidier,8,11,388,712,Loyers (données publiques),2026-03-03T09:22:09.139Z
80570,Moreuil,8,10,270,303,Loyers (données publiques),2026-03-03T09:22:09.139Z
80585,Nesle,8,11,156,202,Loyers (données publiques),2026-03-03T09:22:09.139Z
80620,Péronne,8,10,586,1187,Loyers (données publiques),2026-03-03T09:22:09.139Z
80630,Poix-de-Picardie,8,11,135,137,Loyers (données publiques),2026-03-03T09:22:09.139Z
80632,Pont-de-Metz,,13,0,411,Loyers (données publiques),2026-03-03T09:22:09.139Z
80674,Rivery,,15,0,232,Loyers (données publiques),2026-03-03T09:22:09.139Z
80680,Rosières-en-Santerre,8,11,183,173,Loyers (données publiques),2026-03-03T09:22:09.139Z
80685,Roye,8,11,371,879,Loyers (données publiques),2026-03-03T09:22:09.139Z
80706,Saint-Léger-lès-Domart,8,,139,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
80711,Saint-Ouen,8,,208,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
80724,Saleux,11,15,130,196,Loyers (données publiques),2026-03-03T09:22:09.139Z
80725,Salouël,12,14,185,435,Loyers (données publiques),2026-03-03T09:22:09.139Z
80793,Vignacourt,9,,141,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
80799,Villers-Bretonneux,8,11,251,281,Loyers (données publiques),2026-03-03T09:22:09.139Z
81002,Aiguefonde,8,,106,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
81004,Albi,9,11,2545,11946,Loyers (données publiques),2026-03-03T09:22:09.139Z
81018,Arthès,9,11,145,219,Loyers (données publiques),2026-03-03T09:22:09.139Z
81021,Aussillon,9,10,129,128,Loyers (données publiques),2026-03-03T09:22:09.139Z
81033,Blaye-les-Mines,,9,0,194,Loyers (données publiques),2026-03-03T09:22:09.139Z
81038,Brens,9,,129,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
81039,Briatexte,,10,0,107,Loyers (données publiques),2026-03-03T09:22:09.139Z
81042,Burlats,8,,102,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
81048,Cagnac-les-Mines,,10,0,177,Loyers (données publiques),2026-03-03T09:22:09.139Z
81060,Carmaux,9,9,407,1639,Loyers (données publiques),2026-03-03T09:22:09.139Z
81065,Castres,8,10,2341,7496,Loyers (données publiques),2026-03-03T09:22:09.139Z
81069,Cordes-sur-Ciel,,9,0,116,Loyers (données publiques),2026-03-03T09:22:09.139Z
81070,Coufouleux,11,,131,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
81099,Gaillac,9,11,858,2098,Loyers (données publiques),2026-03-03T09:22:09.139Z
81105,Graulhet,9,10,511,1159,Loyers (données publiques),2026-03-03T09:22:09.139Z
81120,Labruguière,9,9,362,409,Loyers (données publiques),2026-03-03T09:22:09.139Z
81124,Lacaune,,10,0,151,Loyers (données publiques),2026-03-03T09:22:09.139Z
81130,Lagarrigue,8,10,101,121,Loyers (données publiques),2026-03-03T09:22:09.139Z
81140,Lavaur,9,11,871,1736,Loyers (données publiques),2026-03-03T09:22:09.139Z
81144,Lescure-d'Albigeois,9,11,221,121,Loyers (données publiques),2026-03-03T09:22:09.139Z
81145,Lisle-sur-Tarn,10,10,241,358,Loyers (données publiques),2026-03-03T09:22:09.139Z
81156,Marssac-sur-Tarn,9,12,232,119,Loyers (données publiques),2026-03-03T09:22:09.139Z
81163,Mazamet,8,9,467,2068,Loyers (données publiques),2026-03-03T09:22:09.139Z
81171,Montans,10,,100,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
81204,Payrin-Augmontel,9,,131,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
81218,Puygouzon,10,,138,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
81219,Puylaurens,8,9,215,428,Loyers (données publiques),2026-03-03T09:22:09.139Z
81220,Rabastens,11,10,314,512,Loyers (données publiques),2026-03-03T09:22:09.139Z
81222,Réalmont,10,10,352,716,Loyers (données publiques),2026-03-03T09:22:09.139Z
81227,Roquecourbe,7,10,139,194,Loyers (données publiques),2026-03-03T09:22:09.139Z
81238,Saint-Amans-Soult,,8,0,100,Loyers (données publiques),2026-03-03T09:22:09.139Z
81257,Saint-Juéry,10,11,265,565,Loyers (données publiques),2026-03-03T09:22:09.139Z
81271,Saint-Sulpice-la-Pointe,12,11,647,573,Loyers (données publiques),2026-03-03T09:22:09.139Z
81273,Saïx,10,,256,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
81284,Le Sequestre,11,,154,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
81288,Sorèze,8,10,124,220,Loyers (données publiques),2026-03-03T09:22:09.139Z
81289,Soual,10,11,228,259,Loyers (données publiques),2026-03-03T09:22:09.139Z
81308,Valence-d'Albigeois,,9,0,112,Loyers (données publiques),2026-03-03T09:22:09.139Z
81315,Vielmur-sur-Agout,8,,102,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
81325,Viviers-lès-Montagnes,9,,151,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
82002,Albias,9,11,108,209,Loyers (données publiques),2026-03-03T09:22:09.139Z
82013,Beaumont-de-Lomagne,8,8,256,422,Loyers (données publiques),2026-03-03T09:22:09.139Z
82025,Bressols,11,10,293,191,Loyers (données publiques),2026-03-03T09:22:09.139Z
82033,Castelsarrasin,10,11,548,1473,Loyers (données publiques),2026-03-03T09:22:09.139Z
82037,Caussade,9,11,546,1469,Loyers (données publiques),2026-03-03T09:22:09.139Z
82048,Dieupentale,10,11,107,113,Loyers (données publiques),2026-03-03T09:22:09.139Z
82075,Grisolles,10,11,174,500,Loyers (données publiques),2026-03-03T09:22:09.139Z
82079,Labastide-Saint-Pierre,10,12,167,143,Loyers (données publiques),2026-03-03T09:22:09.139Z
82087,Lafrançaise,9,10,106,323,Loyers (données publiques),2026-03-03T09:22:09.139Z
82089,Lamagistère,8,,102,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
82096,La Ville-Dieu-du-Temple,10,11,143,101,Loyers (données publiques),2026-03-03T09:22:09.139Z
82097,Lavit,8,,110,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
82112,Moissac,10,10,498,1106,Loyers (données publiques),2026-03-03T09:22:09.139Z
82115,Monclar-de-Quercy,9,10,115,137,Loyers (données publiques),2026-03-03T09:22:09.139Z
82121,Montauban,10,11,2527,9528,Loyers (données publiques),2026-03-03T09:22:09.139Z
82124,Montbeton,11,10,251,195,Loyers (données publiques),2026-03-03T09:22:09.139Z
82125,Montech,10,11,399,503,Loyers (données publiques),2026-03-03T09:22:09.139Z
82134,Nègrepelisse,9,10,257,388,Loyers (données publiques),2026-03-03T09:22:09.139Z
82149,Réalville,,11,0,111,Loyers (données publiques),2026-03-03T09:22:09.139Z
82155,Saint-Antonin-Noble-Val,,10,0,100,Loyers (données publiques),2026-03-03T09:22:09.139Z
82161,Saint-Étienne-de-Tulmont,9,11,176,122,Loyers (données publiques),2026-03-03T09:22:09.139Z
82169,Saint-Nicolas-de-la-Grave,,10,0,121,Loyers (données publiques),2026-03-03T09:22:09.139Z
82179,Septfonds,,10,0,225,Loyers (données publiques),2026-03-03T09:22:09.139Z
