code_insee,commune,prix_m2_maison,prix_m2_appartement,nb_ventes_maison,nb_ventes_appartement,source,updated_at
"571","571",2535.21,4501.09,111,34,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"461","461",3454.91,4978.72,118,27,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"506","506",2052.74,2906.56,92,53,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"584","584",2071.43,2557.58,113,32,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"416","416",1668.54,1784.66,86,58,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"519","519",2325.93,3062.50,127,17,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"607","607",3200.00,2744.03,87,56,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"643","643",1937.92,4166.67,107,33,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"612","612",2619.05,3368.87,85,55,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"560","560",2282.61,2420.29,117,21,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"533","533",2211.11,2614.75,111,27,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"458","458",2209.35,3077.90,115,22,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"636","636",2411.76,3627.94,105,31,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"404","404",1886.86,1406.25,108,27,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"465","465",1634.63,2165.49,102,32,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"754","754",3857.14,4240.09,29,104,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"437","437",2383.17,2571.97,110,22,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"826","826",9465.10,8868.09,44,88,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"648","648",2311.48,2500.00,87,44,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"501","501",2240.00,1909.09,113,15,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"460","460",1845.61,2428.57,105,23,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"640","640",2000.00,4025.42,68,60,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"394","394",2283.95,2785.71,107,20,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"592","592",2120.00,2760.17,125,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"510","510",1560.23,1632.03,114,12,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"365","365",1813.95,4119.39,109,16,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"637","637",2268.66,3740.98,101,23,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"489","489",1879.11,3170.18,110,14,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"432","432",1962.79,3438.40,83,39,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"403","403",2562.81,2347.83,108,14,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"649","649",1730.77,2438.16,58,62,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"456","456",1875.00,1576.92,115,5,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"658","658",1800.64,4128.96,108,12,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"765","765",1641.86,3092.76,46,73,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"443","443",1994.90,3153.21,102,16,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"441","441",1987.65,2779.80,84,32,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"667","667",2161.57,2914.92,74,41,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"588","588",2410.53,2893.86,88,26,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"687","687",3113.14,2715.70,46,68,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"531","531",2433.36,4166.67,78,36,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"654","654",1806.25,2638.89,107,7,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"569","569",1658.82,2107.14,103,10,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"617","617",1759.25,2688.89,68,45,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"473","473",1865.57,1507.98,94,18,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"399","399",1830.13,4300.43,86,25,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"554","554",2313.43,1495.54,99,12,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"453","453",1891.89,2848.92,98,12,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"497","497",1888.29,1658.23,96,14,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"493","493",2016.95,2160.00,93,17,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"398","398",1875.00,1155.91,105,4,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"442","442",1820.51,2966.67,89,19,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"680","680",2340.43,2690.48,57,51,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"524","524",2255.44,1844.79,88,19,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"715","715",5791.70,5814.29,34,72,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"657","657",2936.49,3015.38,71,35,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"762","762",1507.82,2202.94,77,28,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"686","686",3006.33,5133.33,45,59,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"688","688",2814.27,4297.08,80,24,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"406","406",1524.39,3571.43,91,11,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"496","496",2812.50,2727.27,73,29,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"645","645",4446.26,4180.77,80,22,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"581","581",1967.74,1885.42,74,28,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"513","513",2530.74,3149.15,80,21,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"603","603",1640.63,2871.50,65,36,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"450","450",2485.60,3682.25,92,8,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"604","604",3389.83,5183.67,55,45,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"504","504",2250.00,1707.07,91,8,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"642","642",3272.28,2874.66,53,46,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"601","601",1721.65,3500.00,85,14,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"541","541",2244.06,3243.90,83,15,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"566","566",2400.00,10088.00,69,28,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"525","525",1478.07,2329.40,92,5,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"616","616",2066.12,1180.56,92,3,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"685","685",1528.57,4265.00,67,27,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"587","587",2395.28,3045.72,70,24,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"591","591",2083.33,2260.96,89,4,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"546","546",1924.87,2506.18,90,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"639","639",1921.99,3295.45,52,39,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"492","492",1656.57,13695.93,76,14,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"534","534",1875.00,4232.57,78,12,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"469","469",2019.96,8977.78,76,13,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"511","511",1870.83,2611.76,76,13,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"494","494",2257.69,3335.81,71,18,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"535","535",2050.23,2508.77,76,13,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"436","436",1718.75,3750.00,83,5,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"618","618",2000.00,2288.10,87,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"438","438",1987.50,3549.32,73,14,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"515","515",2087.96,2347.12,62,24,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"620","620",1804.22,2068.97,69,17,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"565","565",2576.49,2805.79,62,24,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"638","638",2182.67,2284.50,80,4,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"647","647",2377.78,2323.77,76,8,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"435","435",2254.04,1750.46,67,16,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"576","576",2000.00,3633.87,74,9,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"532","532",2428.21,3990.60,67,14,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"536","536",2083.33,1796.00,63,18,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"538","538",2115.38,3358.41,69,12,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"692","692",2110.67,2391.18,36,44,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"711","711",1772.73,2500.00,55,25,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"530","530",2414.02,2615.63,68,10,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"579","579",1711.71,3050.85,75,3,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"558","558",2023.94,3694.24,71,6,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"559","559",1829.93,2000.00,54,23,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"459","459",1578.13,2475.00,73,3,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"577","577",2432.43,7340.00,69,7,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"621","621",1693.55,3031.25,37,39,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"615","615",2415.38,5033.33,55,20,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"679","679",1750.00,2818.86,57,18,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"674","674",3233.33,3656.72,51,23,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"689","689",2500.00,4298.96,59,14,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"738","738",1302.08,2830.77,61,11,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"564","564",1919.19,2074.46,65,7,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"505","505",2000.00,2081.50,63,8,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"628","628",1807.14,4181.64,54,16,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"444","444",1948.18,1402.29,66,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"684","684",1842.86,1809.52,64,4,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"518","518",1947.58,1461.21,60,8,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"567","567",1701.71,3003.67,34,34,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"632","632",1818.18,2903.23,51,17,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"701","701",1972.59,4666.67,46,21,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"472","472",1683.67,,65,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"630","630",2137.29,2000.00,64,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"655","655",2216.67,2985.55,45,20,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"656","656",1987.05,2497.08,60,4,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"629","629",1750.00,746.99,63,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"672","672",2461.36,4242.65,56,7,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"542","542",1446.30,2752.66,56,6,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"652","652",2227.72,3349.90,60,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"670","670",2303.03,1935.53,53,8,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"666","666",1834.53,3941.18,56,3,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"661","661",2496.36,3000.00,36,21,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"663","663",1760.00,2283.78,41,15,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"893","893",3650.10,4431.62,30,26,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"611","611",3485.86,4031.91,54,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"631","631",1540.74,14814.81,41,13,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"593","593",2308.41,1338.24,51,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"610","610",2367.01,4545.45,50,3,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"726","726",1339.58,,53,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"597","597",2144.80,2012.74,50,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"662","662",2290.32,1839.57,41,10,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"613","613",1878.90,2042.17,50,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"699","699",1912.50,3479.73,31,20,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"736","736",2351.35,,51,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"665","665",2785.71,2746.56,44,6,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"568","568",2222.33,2532.47,39,11,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"600","600",2905.31,4657.14,36,14,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"614","614",1645.83,1642.72,47,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"594","594",2189.47,,49,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"602","602",1857.14,1567.95,47,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"724","724",2541.22,3898.29,42,6,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"644","644",2211.46,8976.19,42,6,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"810","810",1929.62,1714.29,34,13,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"678","678",1975.81,2211.54,46,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"721","721",3367.10,4687.50,38,9,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"503","503",1860.14,3131.25,41,5,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"659","659",1927.63,1066.67,38,7,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"653","653",2514.78,1923.91,44,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"895","895",1611.44,5161.29,38,7,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"609","609",2131.98,3603.17,31,11,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"590","590",1825.76,2990.74,38,3,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"641","641",1692.00,2858.82,35,5,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"660","660",2268.77,2011.90,34,6,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"626","626",1833.33,,39,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"767","767",1322.24,2055.56,28,11,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"705","705",2275.86,,39,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"753","753",2013.37,3022.22,34,4,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"605","605",2414.63,2456.90,37,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"744","744",1812.19,1924.05,35,3,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"737","737",1676.25,1333.33,34,3,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"682","682",2381.58,8015.45,27,10,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"623","623",2254.58,5818.18,34,3,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"712","712",2097.56,2701.43,33,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"556","556",1927.71,,34,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"627","627",1848.41,,34,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"622","622",1628.22,,34,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"700","700",1562.50,,33,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"706","706",2333.12,,32,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"596","596",1901.56,,30,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"752","752",2303.13,1662.75,28,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"719","719",1553.00,,29,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"709","709",1553.57,1324.12,23,6,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"583","583",1547.62,,29,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"595","595",1994.95,13012.55,23,6,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"635","635",2062.16,3395.06,26,3,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"676","676",1696.43,,28,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"625","625",2101.45,11276.60,23,5,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"798","798",1894.23,1153.34,25,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"746","746",1960.40,,27,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"755","755",1796.76,6225.00,26,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"669","669",2461.54,,27,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"668","668",1610.58,3173.42,24,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"714","714",2077.92,3957.14,23,3,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"720","720",2073.15,,26,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"764","764",1614.83,,26,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"757","757",1946.43,3023.44,21,4,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"735","735",1978.77,3683.91,21,4,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"634","634",1799.45,3719.90,22,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"842","842",1649.48,1585.71,17,7,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"651","651",2626.67,,23,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"773","773",2016.13,4975.95,16,7,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"770","770",1607.14,638.39,20,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"717","717",3031.66,,22,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"748","748",1989.36,,21,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"799","799",1820.90,,21,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"693","693",1388.89,,21,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"677","677",1329.55,1361.90,20,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"673","673",1795.32,,21,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"675","675",2160.00,3852.46,18,3,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"608","608",2241.35,,21,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"846","846",1826.11,5429.82,17,4,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"743","743",1847.73,,20,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"690","690",2794.12,,20,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"771","771",1784.39,1301.72,19,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"750","750",1258.82,,19,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"716","716",1617.65,,19,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"683","683",3251.46,3815.00,18,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"633","633",1505.62,1886.79,18,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"801","801",1922.67,,18,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"619","619",1682.83,2770.91,16,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"751","751",1935.35,,18,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"907","907",1506.58,1860.78,17,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"894","894",2180.73,2773.31,16,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"702","702",2292.82,,17,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"739","739",2617.71,,17,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"698","698",2812.50,,17,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"695","695",2827.91,3242.06,12,5,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"718","718",1478.18,,16,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"707","707",2016.29,,16,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"827","827",1081.15,,16,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"696","696",2386.36,,16,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"740","740",2180.45,,15,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"865","865",1820.17,4658.54,12,3,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"861","861",1968.47,,15,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"899","899",5407.23,6417.98,9,6,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"789","789",1574.26,1190.48,11,3,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"795","795",2011.46,1459.80,12,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"793","793",1785.99,,14,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"725","725",2444.44,2215.28,9,5,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"703","703",1214.29,,13,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"805","805",1182.91,1265.31,4,9,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"848","848",1578.21,1459.09,12,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"811","811",1509.43,,13,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"902","902",1897.73,,13,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"766","766",1875.00,,12,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"664","664",2103.15,,12,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"697","697",1880.79,,12,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"730","730",1846.62,,12,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"882","882",1569.56,,12,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"708","708",1538.46,,11,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"727","727",1553.40,1955.56,10,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"760","760",1388.24,,11,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"791","791",2296.11,,11,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"774","774",2847.77,1893.60,10,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"849","849",2945.10,2570.97,10,1,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"906","906",1968.75,,11,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"808","808",1327.72,,10,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"759","759",1658.26,,10,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"820","820",1161.63,,10,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"694","694",1973.60,,10,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"841","841",1277.49,,10,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"807","807",2341.18,,9,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"780","780",1716.42,,9,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"775","775",1220.00,,9,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"779","779",1454.55,,9,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"728","728",2336.28,,9,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"756","756",1433.33,,9,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"747","747",2085.61,,9,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"863","863",1945.20,,9,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"792","792",2135.89,,9,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"800","800",1506.85,,8,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"734","734",1668.76,,8,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"732","732",1854.10,,8,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"713","713",3111.11,,8,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"908","908",2571.11,,8,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"901","901",1877.98,,8,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"866","866",2128.91,,8,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"819","819",2149.35,,8,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"710","710",1051.28,,7,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"671","671",1538.46,,7,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"723","723",1629.21,,7,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"815","815",1531.65,,7,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"784","784",819.67,,7,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"733","733",652.17,,7,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"896","896",1678.57,,7,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"821","821",1230.77,,6,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"834","834",1919.57,,6,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"741","741",1231.91,,6,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"729","729",1521.79,,6,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"806","806",1477.14,1618.18,4,2,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"851","851",2771.08,,6,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"905","905",2353.87,,6,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"704","704",1785.45,,6,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"794","794",1680.77,,5,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"785","785",1429.75,,5,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"731","731",6142.48,,5,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"829","829",1690.00,,5,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"796","796",1781.25,,5,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
"874","874",2565.21,,5,0,"DVF (données publiques)","2026-03-02T09:05:12.050Z"
