code_insee,commune,prix_m2_maison,prix_m2_appartement,nb_ventes_maison,nb_ventes_appartement,source,updated_at
01001,L'Abergement-Clemenciat,2544,,40,0,DVF statistiques,2026-03-02T16:05:01.891Z
01002,L'Abergement-de-Varey,1760,,15,0,DVF statistiques,2026-03-02T16:05:01.891Z
01004,Amberieu-en-Bugey,2591,2299,542,469,DVF statistiques,2026-03-02T16:05:01.891Z
01005,Amberieux-en-Dombes,3072,2569,102,52,DVF statistiques,2026-03-02T16:05:01.892Z
01006,Ambleon,1609,1544,12,1,DVF statistiques,2026-03-02T16:05:01.892Z
01007,Ambronay,2284,1881,146,9,DVF statistiques,2026-03-02T16:05:01.892Z
01008,Ambutrix,2305,,40,0,DVF statistiques,2026-03-02T16:05:01.892Z
01009,Andert-et-Condon,2207,1195,24,6,DVF statistiques,2026-03-02T16:05:01.892Z
01010,Anglefort,2135,2852,60,18,DVF statistiques,2026-03-02T16:05:01.892Z
01011,Apremont,1954,1767,11,3,DVF statistiques,2026-03-02T16:05:01.892Z
01012,Aranc,1613,,31,0,DVF statistiques,2026-03-02T16:05:01.892Z
01013,Arandas,1406,894,17,1,DVF statistiques,2026-03-02T16:05:01.892Z
01014,Arbent,2053,1284,77,35,DVF statistiques,2026-03-02T16:05:01.892Z
01015,Arboys en Bugey,1767,,38,0,DVF statistiques,2026-03-02T16:05:01.892Z
01016,Arbigny,1742,,21,0,DVF statistiques,2026-03-02T16:05:01.892Z
01017,Argis,1221,1001,58,10,DVF statistiques,2026-03-02T16:05:01.892Z
01019,Armix,1551,,2,0,DVF statistiques,2026-03-02T16:05:01.892Z
01021,Ars-sur-Formans,2895,3262,55,17,DVF statistiques,2026-03-02T16:05:01.892Z
01022,Artemare,1815,1549,80,5,DVF statistiques,2026-03-02T16:05:01.892Z
01023,Asnieres-sur-Saone,1397,,5,0,DVF statistiques,2026-03-02T16:05:01.892Z
01024,Attignat,2282,2016,138,23,DVF statistiques,2026-03-02T16:05:01.892Z
01025,Bage-Dommartin,2115,1814,181,6,DVF statistiques,2026-03-02T16:05:01.892Z
01026,Bage-le-Chatel,2105,2957,45,6,DVF statistiques,2026-03-02T16:05:01.892Z
01027,Balan,3336,2438,78,23,DVF statistiques,2026-03-02T16:05:01.892Z
01028,Baneins,2639,3070,42,1,DVF statistiques,2026-03-02T16:05:01.892Z
01029,Beaupont,1558,,49,0,DVF statistiques,2026-03-02T16:05:01.892Z
01030,Beauregard,2419,2053,36,36,DVF statistiques,2026-03-02T16:05:01.892Z
01031,Bellignat,2160,1420,67,113,DVF statistiques,2026-03-02T16:05:01.892Z
01032,Beligneux,3063,2747,85,62,DVF statistiques,2026-03-02T16:05:01.892Z
01033,Valserhone,2862,2318,427,851,DVF statistiques,2026-03-02T16:05:01.892Z
01034,Belley,2047,2106,328,337,DVF statistiques,2026-03-02T16:05:01.892Z
01035,Belleydoux,2140,302,10,1,DVF statistiques,2026-03-02T16:05:01.892Z
01036,Valromey-sur-Seran,1676,1691,102,1,DVF statistiques,2026-03-02T16:05:01.892Z
01037,Benonces,1532,,26,0,DVF statistiques,2026-03-02T16:05:01.892Z
01038,Beny,1946,,45,0,DVF statistiques,2026-03-02T16:05:01.892Z
01039,Beon,1896,,26,0,DVF statistiques,2026-03-02T16:05:01.892Z
01040,Bereziat,1768,,20,0,DVF statistiques,2026-03-02T16:05:01.892Z
01041,Bettant,2018,1956,53,3,DVF statistiques,2026-03-02T16:05:01.893Z
01042,Bey,2513,,15,0,DVF statistiques,2026-03-02T16:05:01.893Z
01043,Beynost,3852,3467,206,114,DVF statistiques,2026-03-02T16:05:01.893Z
01044,Billiat,2808,1614,30,4,DVF statistiques,2026-03-02T16:05:01.893Z
01045,Birieux,2329,2424,9,4,DVF statistiques,2026-03-02T16:05:01.893Z
01046,Biziat,2126,,63,0,DVF statistiques,2026-03-02T16:05:01.893Z
01047,Blyes,3044,2741,65,3,DVF statistiques,2026-03-02T16:05:01.893Z
01049,La Boisse,3465,2600,155,26,DVF statistiques,2026-03-02T16:05:01.893Z
01050,Boissey,1845,,27,0,DVF statistiques,2026-03-02T16:05:01.893Z
01051,Bolozon,1262,,13,0,DVF statistiques,2026-03-02T16:05:01.893Z
01052,Bouligneux,2501,,10,0,DVF statistiques,2026-03-02T16:05:01.893Z
01053,Bourg-en-Bresse,2321,1989,635,2528,DVF statistiques,2026-03-02T16:05:01.893Z
01054,Bourg-Saint-Christophe,2947,,76,0,DVF statistiques,2026-03-02T16:05:01.893Z
01056,Boyeux-Saint-Jerome,1238,175,25,1,DVF statistiques,2026-03-02T16:05:01.893Z
01057,Boz,2148,,35,0,DVF statistiques,2026-03-02T16:05:01.893Z
01058,Bregnier-Cordon,2015,1416,58,3,DVF statistiques,2026-03-02T16:05:01.893Z
01060,Brenod,1344,626,30,8,DVF statistiques,2026-03-02T16:05:01.893Z
01061,Brens,2320,1907,64,5,DVF statistiques,2026-03-02T16:05:01.893Z
01062,Bressolles,3004,3266,42,2,DVF statistiques,2026-03-02T16:05:01.893Z
01063,Brion,2184,2111,17,6,DVF statistiques,2026-03-02T16:05:01.893Z
01064,Briord,2082,2175,78,1,DVF statistiques,2026-03-02T16:05:01.893Z
01065,Buellas,2403,2337,65,2,DVF statistiques,2026-03-02T16:05:01.893Z
01066,La Burbanche,1321,,18,0,DVF statistiques,2026-03-02T16:05:01.893Z
01067,Ceignes,1763,,6,0,DVF statistiques,2026-03-02T16:05:01.893Z
01068,Cerdon,1209,706,54,3,DVF statistiques,2026-03-02T16:05:01.893Z
01069,Certines,2361,1808,62,12,DVF statistiques,2026-03-02T16:05:01.893Z
01071,Cessy,5109,4776,193,336,DVF statistiques,2026-03-02T16:05:01.893Z
01072,Ceyzeriat,2388,2456,165,63,DVF statistiques,2026-03-02T16:05:01.893Z
01073,Ceyzerieu,1949,,60,0,DVF statistiques,2026-03-02T16:05:01.893Z
01074,Chalamont,3179,2136,90,43,DVF statistiques,2026-03-02T16:05:01.893Z
01075,Chaleins,2924,2270,74,15,DVF statistiques,2026-03-02T16:05:01.893Z
01076,Chaley,1047,702,20,1,DVF statistiques,2026-03-02T16:05:01.893Z
01077,Challes-la-Montagne,1909,471,17,1,DVF statistiques,2026-03-02T16:05:01.893Z
01078,Challex,4332,4489,63,26,DVF statistiques,2026-03-02T16:05:01.893Z
01079,Champagne-en-Valromey,1845,,37,0,DVF statistiques,2026-03-02T16:05:01.893Z
01080,Champdor-Corcelles,1522,,31,0,DVF statistiques,2026-03-02T16:05:01.893Z
01081,Champfromier,2301,1723,37,11,DVF statistiques,2026-03-02T16:05:01.893Z
01082,Chanay,2310,1910,32,6,DVF statistiques,2026-03-02T16:05:01.893Z
01083,Chaneins,2853,2285,53,3,DVF statistiques,2026-03-02T16:05:01.893Z
01084,Chanoz-Chatenay,2144,2071,51,1,DVF statistiques,2026-03-02T16:05:01.893Z
01085,La Chapelle-du-Chatelard,2229,,19,0,DVF statistiques,2026-03-02T16:05:01.893Z
01087,Charix,1803,,16,0,DVF statistiques,2026-03-02T16:05:01.893Z
01088,Charnoz-sur-Ain,3307,3191,42,19,DVF statistiques,2026-03-02T16:05:01.893Z
01089,Chateau-Gaillard,2419,2352,98,3,DVF statistiques,2026-03-02T16:05:01.893Z
01090,Chatenay,2412,,20,0,DVF statistiques,2026-03-02T16:05:01.893Z
01092,Chatillon-la-Palud,2469,2300,105,7,DVF statistiques,2026-03-02T16:05:01.893Z
01093,Chatillon-sur-Chalaronne,2791,2379,168,178,DVF statistiques,2026-03-02T16:05:01.893Z
01094,Chavannes-sur-Reyssouze,1731,,53,0,DVF statistiques,2026-03-02T16:05:01.893Z
01095,Nivigne et Suran,1521,1166,52,3,DVF statistiques,2026-03-02T16:05:01.893Z
01096,Chaveyriat,2129,1903,48,3,DVF statistiques,2026-03-02T16:05:01.894Z
01098,Chazey-Bons,2197,1469,64,6,DVF statistiques,2026-03-02T16:05:01.894Z
01099,Chazey-sur-Ain,2642,2318,72,7,DVF statistiques,2026-03-02T16:05:01.894Z
01100,Cheignieu-la-Balme,1709,,13,0,DVF statistiques,2026-03-02T16:05:01.894Z
01101,Chevillard,1526,,5,0,DVF statistiques,2026-03-02T16:05:01.895Z
01102,Chevroux,1858,,49,0,DVF statistiques,2026-03-02T16:05:01.895Z
01103,Chevry,4844,4532,105,92,DVF statistiques,2026-03-02T16:05:01.895Z
01104,Chezery-Forens,2026,1642,29,6,DVF statistiques,2026-03-02T16:05:01.895Z
01105,Civrieux,3489,2938,79,27,DVF statistiques,2026-03-02T16:05:01.895Z
01106,Cize,1481,,15,0,DVF statistiques,2026-03-02T16:05:01.895Z
01107,Cleyzieu,1422,,9,0,DVF statistiques,2026-03-02T16:05:01.895Z
01108,Coligny,1573,1130,85,11,DVF statistiques,2026-03-02T16:05:01.895Z
01109,Collonges,3888,3753,142,99,DVF statistiques,2026-03-02T16:05:01.895Z
01110,Colomieu,1387,,10,0,DVF statistiques,2026-03-02T16:05:01.895Z
01111,Conand,1501,,25,0,DVF statistiques,2026-03-02T16:05:01.895Z
01112,Condamine,1986,,26,0,DVF statistiques,2026-03-02T16:05:01.895Z
01113,Condeissiat,2049,1353,45,2,DVF statistiques,2026-03-02T16:05:01.895Z
01114,Confort,2967,1600,22,4,DVF statistiques,2026-03-02T16:05:01.895Z
01115,Confrancon,1990,1823,63,11,DVF statistiques,2026-03-02T16:05:01.895Z
01116,Contrevoz,1793,1532,42,5,DVF statistiques,2026-03-02T16:05:01.895Z
01117,Conzieu,1915,,6,0,DVF statistiques,2026-03-02T16:05:01.895Z
01118,Corbonod,2628,2672,69,13,DVF statistiques,2026-03-02T16:05:01.895Z
01121,Corlier,1115,,4,0,DVF statistiques,2026-03-02T16:05:01.895Z
01123,Cormoranche-sur-Saone,2132,,66,0,DVF statistiques,2026-03-02T16:05:01.895Z
01124,Cormoz,1692,,62,0,DVF statistiques,2026-03-02T16:05:01.895Z
01125,Corveissiat,1423,1783,67,2,DVF statistiques,2026-03-02T16:05:01.895Z
01127,Courmangoux,1613,,28,0,DVF statistiques,2026-03-02T16:05:01.895Z
01128,Courtes,1694,,27,0,DVF statistiques,2026-03-02T16:05:01.895Z
01129,Crans,2481,,13,0,DVF statistiques,2026-03-02T16:05:01.895Z
01130,Bresse Vallons,1928,1789,101,3,DVF statistiques,2026-03-02T16:05:01.895Z
01133,Cressin-Rochefort,2179,1417,19,1,DVF statistiques,2026-03-02T16:05:01.895Z
01134,Crottet,2161,1343,82,5,DVF statistiques,2026-03-02T16:05:01.895Z
01135,Crozet,4895,4453,91,51,DVF statistiques,2026-03-02T16:05:01.895Z
01136,Cruzilles-les-Mepillat,2189,,48,0,DVF statistiques,2026-03-02T16:05:01.895Z
01138,Culoz,1998,1642,150,61,DVF statistiques,2026-03-02T16:05:01.895Z
01139,Curciat-Dongalon,1356,,41,0,DVF statistiques,2026-03-02T16:05:01.895Z
01140,Curtafond,2270,,47,0,DVF statistiques,2026-03-02T16:05:01.895Z
01141,Cuzieu,2064,,38,0,DVF statistiques,2026-03-02T16:05:01.895Z
01142,Dagneux,3141,2913,174,85,DVF statistiques,2026-03-02T16:05:01.895Z
01143,Divonne-les-Bains,6458,5748,244,762,DVF statistiques,2026-03-02T16:05:01.895Z
01145,Dompierre-sur-Veyle,2278,3426,65,3,DVF statistiques,2026-03-02T16:05:01.895Z
01146,Dompierre-sur-Chalaronne,2383,2917,27,1,DVF statistiques,2026-03-02T16:05:01.895Z
01147,Domsure,1662,1044,29,1,DVF statistiques,2026-03-02T16:05:01.895Z
01148,Dortan,2115,1483,59,7,DVF statistiques,2026-03-02T16:05:01.895Z
01149,Douvres,2429,2252,42,3,DVF statistiques,2026-03-02T16:05:01.895Z
01150,Drom,1764,,16,0,DVF statistiques,2026-03-02T16:05:01.895Z
01151,Druillat,2170,,65,0,DVF statistiques,2026-03-02T16:05:01.895Z
01152,Echallon,2185,1889,40,5,DVF statistiques,2026-03-02T16:05:01.895Z
01153,Echenevex,5003,4851,128,62,DVF statistiques,2026-03-02T16:05:01.895Z
01155,Evosges,1329,,14,0,DVF statistiques,2026-03-02T16:05:01.895Z
01156,Faramans,3272,,37,0,DVF statistiques,2026-03-02T16:05:01.895Z
01157,Fareins,2949,2367,143,14,DVF statistiques,2026-03-02T16:05:01.895Z
01158,Farges,3972,3663,54,15,DVF statistiques,2026-03-02T16:05:01.895Z
01159,Feillens,2059,1676,151,15,DVF statistiques,2026-03-02T16:05:01.895Z
01160,Ferney-Voltaire,5884,4906,73,998,DVF statistiques,2026-03-02T16:05:01.895Z
01162,Flaxieu,1542,,3,0,DVF statistiques,2026-03-02T16:05:01.895Z
01163,Foissiat,1926,1029,118,6,DVF statistiques,2026-03-02T16:05:01.895Z
01165,Francheleins,2818,,107,0,DVF statistiques,2026-03-02T16:05:01.895Z
01166,Frans,2974,2742,143,30,DVF statistiques,2026-03-02T16:05:01.895Z
01167,Garnerans,2376,,33,0,DVF statistiques,2026-03-02T16:05:01.895Z
01169,Genouilleux,2722,2153,42,5,DVF statistiques,2026-03-02T16:05:01.895Z
01170,Beard-Geovreissiat,2058,,35,0,DVF statistiques,2026-03-02T16:05:01.895Z
01171,Geovreisset,2005,1378,37,2,DVF statistiques,2026-03-02T16:05:01.895Z
01173,Gex,5016,4520,258,908,DVF statistiques,2026-03-02T16:05:01.895Z
01174,Giron,1611,,11,0,DVF statistiques,2026-03-02T16:05:01.895Z
01175,Gorrevod,1937,,39,0,DVF statistiques,2026-03-02T16:05:01.895Z
01177,Grand-Corent,1230,1104,11,1,DVF statistiques,2026-03-02T16:05:01.895Z
01179,Grieges,2160,2237,96,4,DVF statistiques,2026-03-02T16:05:01.895Z
01180,Grilly,5893,8473,37,24,DVF statistiques,2026-03-02T16:05:01.895Z
01181,Groissiat,2155,1246,36,3,DVF statistiques,2026-03-02T16:05:01.895Z
01183,Guereins,2674,1812,93,3,DVF statistiques,2026-03-02T16:05:01.895Z
01184,Hautecourt-Romaneche,1852,,73,0,DVF statistiques,2026-03-02T16:05:01.895Z
01185,Plateau d'Hauteville,1602,1149,190,60,DVF statistiques,2026-03-02T16:05:01.895Z
01187,Haut Valromey,1726,2033,54,12,DVF statistiques,2026-03-02T16:05:01.895Z
01188,Illiat,2465,,29,0,DVF statistiques,2026-03-02T16:05:01.895Z
01189,Injoux-Genissiat,2945,1951,34,5,DVF statistiques,2026-03-02T16:05:01.895Z
01190,Innimond,1047,,11,0,DVF statistiques,2026-03-02T16:05:01.895Z
01191,Izenave,1525,,9,0,DVF statistiques,2026-03-02T16:05:01.895Z
01192,Izernore,1857,2305,83,3,DVF statistiques,2026-03-02T16:05:01.895Z
01193,Izieu,1947,,10,0,DVF statistiques,2026-03-02T16:05:01.895Z
01194,Jassans-Riottier,3266,3127,207,187,DVF statistiques,2026-03-02T16:05:01.895Z
01195,Jasseron,2211,1672,75,22,DVF statistiques,2026-03-02T16:05:01.895Z
01196,Jayat,1864,1836,74,2,DVF statistiques,2026-03-02T16:05:01.895Z
01197,Journans,2147,,26,0,DVF statistiques,2026-03-02T16:05:01.895Z
01198,Joyeux,1936,,4,0,DVF statistiques,2026-03-02T16:05:01.895Z
01199,Jujurieux,1771,1195,120,39,DVF statistiques,2026-03-02T16:05:01.895Z
01200,Labalme,1216,,10,0,DVF statistiques,2026-03-02T16:05:01.896Z
01202,Lagnieu,2503,2172,277,230,DVF statistiques,2026-03-02T16:05:01.896Z
01203,Laiz,2317,2453,59,3,DVF statistiques,2026-03-02T16:05:01.896Z
01204,Le Poizat-Lalleyriat,2082,1089,38,3,DVF statistiques,2026-03-02T16:05:01.896Z
01206,Lantenay,1437,1051,10,1,DVF statistiques,2026-03-02T16:05:01.896Z
01207,Lapeyrouse,2847,,16,0,DVF statistiques,2026-03-02T16:05:01.896Z
01208,Lavours,1488,,10,0,DVF statistiques,2026-03-02T16:05:01.896Z
01209,Leaz,3147,3093,49,20,DVF statistiques,2026-03-02T16:05:01.896Z
01210,Lelex,1852,2151,15,142,DVF statistiques,2026-03-02T16:05:01.896Z
01211,Lent,2106,1498,67,3,DVF statistiques,2026-03-02T16:05:01.896Z
01212,Lescheroux,1541,1366,60,3,DVF statistiques,2026-03-02T16:05:01.896Z
01213,Leyment,2577,2004,85,5,DVF statistiques,2026-03-02T16:05:01.896Z
01214,Leyssard,1418,444,17,1,DVF statistiques,2026-03-02T16:05:01.896Z
01215,Surjoux-Lhopital,1454,,7,0,DVF statistiques,2026-03-02T16:05:01.896Z
01216,Lhuis,1967,1452,57,4,DVF statistiques,2026-03-02T16:05:01.896Z
01219,Lompnas,1569,,7,0,DVF statistiques,2026-03-02T16:05:01.896Z
01224,Loyettes,2891,2482,160,68,DVF statistiques,2026-03-02T16:05:01.896Z
01225,Lurcy,2864,2462,20,3,DVF statistiques,2026-03-02T16:05:01.896Z
01227,Magnieu,1869,,43,0,DVF statistiques,2026-03-02T16:05:01.896Z
01228,Maillat,2059,1083,13,1,DVF statistiques,2026-03-02T16:05:01.896Z
01229,Malafretaz,1955,2133,51,11,DVF statistiques,2026-03-02T16:05:01.896Z
01230,Mantenay-Montlin,1568,,22,0,DVF statistiques,2026-03-02T16:05:01.896Z
01231,Manziat,2098,,77,0,DVF statistiques,2026-03-02T16:05:01.896Z
01232,Marboz,1885,1427,115,11,DVF statistiques,2026-03-02T16:05:01.896Z
01233,Marchamp,1538,,13,0,DVF statistiques,2026-03-02T16:05:01.896Z
01234,Marignieu,1968,,9,0,DVF statistiques,2026-03-02T16:05:01.896Z
01235,Marlieux,2523,2456,47,6,DVF statistiques,2026-03-02T16:05:01.896Z
01236,Marsonnas,1788,984,74,2,DVF statistiques,2026-03-02T16:05:01.896Z
01237,Martignat,2192,1374,36,16,DVF statistiques,2026-03-02T16:05:01.896Z
01238,Massieux,3579,3477,132,7,DVF statistiques,2026-03-02T16:05:01.896Z
01239,Massignieu-de-Rives,2385,1429,34,1,DVF statistiques,2026-03-02T16:05:01.896Z
01240,Matafelon-Granges,1804,2010,74,2,DVF statistiques,2026-03-02T16:05:01.896Z
01241,Meillonnas,2014,1245,55,2,DVF statistiques,2026-03-02T16:05:01.896Z
01242,Merignat,1120,,4,0,DVF statistiques,2026-03-02T16:05:01.896Z
01243,Messimy-sur-Saone,3182,5571,80,1,DVF statistiques,2026-03-02T16:05:01.896Z
01244,Meximieux,2963,2627,286,200,DVF statistiques,2026-03-02T16:05:01.896Z
01245,Bohas-Meyriat-Rignat,1806,,45,0,DVF statistiques,2026-03-02T16:05:01.896Z
01246,Mezeriat,2024,1366,125,14,DVF statistiques,2026-03-02T16:05:01.896Z
01247,Mijoux,2916,2204,18,112,DVF statistiques,2026-03-02T16:05:01.896Z
01248,Mionnay,3894,3726,65,60,DVF statistiques,2026-03-02T16:05:01.896Z
01249,Miribel,3746,3279,311,342,DVF statistiques,2026-03-02T16:05:01.896Z
01250,Miserieux,3183,2359,90,2,DVF statistiques,2026-03-02T16:05:01.896Z
01252,Mogneneins,2621,,48,0,DVF statistiques,2026-03-02T16:05:01.896Z
01254,Montagnat,2704,,76,0,DVF statistiques,2026-03-02T16:05:01.896Z
01255,Montagnieu,1898,379,34,2,DVF statistiques,2026-03-02T16:05:01.896Z
01257,Montanges,2523,2069,19,1,DVF statistiques,2026-03-02T16:05:01.896Z
01258,Montceaux,2699,,59,0,DVF statistiques,2026-03-02T16:05:01.896Z
01259,Montcet,2219,,25,0,DVF statistiques,2026-03-02T16:05:01.897Z
01260,Le Montellier,3000,,14,0,DVF statistiques,2026-03-02T16:05:01.897Z
01261,Monthieux,3855,,27,0,DVF statistiques,2026-03-02T16:05:01.897Z
01262,Montluel,3009,2700,194,337,DVF statistiques,2026-03-02T16:05:01.897Z
01263,Montmerle-sur-Saone,2853,2291,195,46,DVF statistiques,2026-03-02T16:05:01.897Z
01264,Montracol,2232,1146,45,1,DVF statistiques,2026-03-02T16:05:01.897Z
01265,Montreal-la-Cluse,1994,1656,63,46,DVF statistiques,2026-03-02T16:05:01.897Z
01266,Montrevel-en-Bresse,1950,2058,104,91,DVF statistiques,2026-03-02T16:05:01.897Z
01267,Nurieux-Volognat,1815,,29,0,DVF statistiques,2026-03-02T16:05:01.897Z
01268,Murs-et-Gelignieux,2222,,18,0,DVF statistiques,2026-03-02T16:05:01.897Z
01269,Nantua,1609,1096,50,138,DVF statistiques,2026-03-02T16:05:01.897Z
01272,Neuville-les-Dames,2113,1695,83,9,DVF statistiques,2026-03-02T16:05:01.897Z
01273,Neuville-sur-Ain,2044,1115,108,4,DVF statistiques,2026-03-02T16:05:01.897Z
01274,Les Neyrolles,1554,902,31,3,DVF statistiques,2026-03-02T16:05:01.897Z
01275,Neyron,4359,3275,105,46,DVF statistiques,2026-03-02T16:05:01.897Z
01276,Nievroz,3548,3092,77,8,DVF statistiques,2026-03-02T16:05:01.897Z
01277,Nivollet-Montgriffon,1116,,11,0,DVF statistiques,2026-03-02T16:05:01.897Z
01279,Oncieu,1188,,6,0,DVF statistiques,2026-03-02T16:05:01.897Z
01280,Ordonnaz,1393,2778,16,1,DVF statistiques,2026-03-02T16:05:01.897Z
01281,Ornex,5521,5044,130,337,DVF statistiques,2026-03-02T16:05:01.897Z
01282,Outriaz,1286,,10,0,DVF statistiques,2026-03-02T16:05:01.897Z
01283,Oyonnax,1910,1357,334,531,DVF statistiques,2026-03-02T16:05:01.897Z
01284,Ozan,2327,,37,0,DVF statistiques,2026-03-02T16:05:01.897Z
01285,Parcieux,3393,2582,58,5,DVF statistiques,2026-03-02T16:05:01.897Z
01286,Parves et Nattages,2299,,46,0,DVF statistiques,2026-03-02T16:05:01.897Z
01288,Peron,4194,3999,125,127,DVF statistiques,2026-03-02T16:05:01.897Z
01289,Peronnas,2259,2244,244,142,DVF statistiques,2026-03-02T16:05:01.897Z
01290,Perouges,3172,2855,45,24,DVF statistiques,2026-03-02T16:05:01.897Z
01291,Perrex,2140,,44,0,DVF statistiques,2026-03-02T16:05:01.897Z
01293,Peyriat,1950,,7,0,DVF statistiques,2026-03-02T16:05:01.897Z
01294,Peyrieu,1856,4900,69,1,DVF statistiques,2026-03-02T16:05:01.897Z
01295,Peyzieux-sur-Saone,2485,2596,34,5,DVF statistiques,2026-03-02T16:05:01.897Z
01296,Pirajoux,1549,,16,0,DVF statistiques,2026-03-02T16:05:01.897Z
01297,Pizay,2764,3458,35,1,DVF statistiques,2026-03-02T16:05:01.897Z
01298,Plagne,2663,,7,0,DVF statistiques,2026-03-02T16:05:01.897Z
01299,Le Plantay,2919,1766,27,3,DVF statistiques,2026-03-02T16:05:01.897Z
01301,Polliat,2243,2038,145,16,DVF statistiques,2026-03-02T16:05:01.897Z
01302,Pollieu,1853,,7,0,DVF statistiques,2026-03-02T16:05:01.897Z
01303,Poncin,1674,1161,104,8,DVF statistiques,2026-03-02T16:05:01.897Z
01304,Pont-d'Ain,2100,1691,139,45,DVF statistiques,2026-03-02T16:05:01.897Z
01305,Pont-de-Vaux,1703,1491,83,65,DVF statistiques,2026-03-02T16:05:01.897Z
01306,Pont-de-Veyle,1921,1572,43,62,DVF statistiques,2026-03-02T16:05:01.897Z
01307,Port,1654,1990,15,13,DVF statistiques,2026-03-02T16:05:01.897Z
01308,Pougny,3806,2818,55,8,DVF statistiques,2026-03-02T16:05:01.897Z
01309,Pouillat,1345,,5,0,DVF statistiques,2026-03-02T16:05:01.897Z
01310,Premeyzel,1423,,12,0,DVF statistiques,2026-03-02T16:05:01.897Z
01311,Premillieu,1679,,8,0,DVF statistiques,2026-03-02T16:05:01.897Z
01313,Prevessin-Moens,5561,5088,318,435,DVF statistiques,2026-03-02T16:05:01.897Z
01314,Priay,2264,2154,121,4,DVF statistiques,2026-03-02T16:05:01.897Z
01317,Ramasse,1857,,22,0,DVF statistiques,2026-03-02T16:05:01.897Z
01318,Rance,2960,1639,37,1,DVF statistiques,2026-03-02T16:05:01.898Z
01319,Relevant,2493,,26,0,DVF statistiques,2026-03-02T16:05:01.898Z
01320,Replonges,2227,1664,176,16,DVF statistiques,2026-03-02T16:05:01.898Z
01321,Revonnas,2393,1453,50,7,DVF statistiques,2026-03-02T16:05:01.898Z
01322,Reyrieux,3436,2732,226,25,DVF statistiques,2026-03-02T16:05:01.898Z
01323,Reyssouze,1756,795,51,1,DVF statistiques,2026-03-02T16:05:01.898Z
01325,Rignieux-le-Franc,3004,,48,0,DVF statistiques,2026-03-02T16:05:01.898Z
01328,Romans,2796,3139,28,6,DVF statistiques,2026-03-02T16:05:01.898Z
01329,Rossillon,1245,510,17,2,DVF statistiques,2026-03-02T16:05:01.898Z
01330,Ruffieu,1111,1015,8,3,DVF statistiques,2026-03-02T16:05:01.898Z
01331,Saint-Alban,1113,,11,0,DVF statistiques,2026-03-02T16:05:01.898Z
01332,Saint-Andre-de-Bage,2315,,57,0,DVF statistiques,2026-03-02T16:05:01.898Z
01333,Saint-Andre-de-Corcy,3499,3256,98,51,DVF statistiques,2026-03-02T16:05:01.898Z
01334,Saint-Andre-d'Huiriat,2149,,31,0,DVF statistiques,2026-03-02T16:05:01.898Z
01335,Saint-Andre-le-Bouchoux,2336,2108,17,1,DVF statistiques,2026-03-02T16:05:01.898Z
01336,Saint-Andre-sur-Vieux-Jonc,2294,1177,50,2,DVF statistiques,2026-03-02T16:05:01.898Z
01337,Saint-Benigne,1927,,57,0,DVF statistiques,2026-03-02T16:05:01.898Z
01338,Groslee-Saint-Benoit,1776,,68,0,DVF statistiques,2026-03-02T16:05:01.898Z
01339,Saint-Bernard,4086,2014,74,5,DVF statistiques,2026-03-02T16:05:01.898Z
01342,Sainte-Croix,3087,,21,0,DVF statistiques,2026-03-02T16:05:01.898Z
01343,Saint-Cyr-sur-Menthon,2219,,87,0,DVF statistiques,2026-03-02T16:05:01.898Z
01344,Saint-Denis-les-Bourg,2378,2224,269,76,DVF statistiques,2026-03-02T16:05:01.898Z
01345,Saint-Denis-en-Bugey,2230,1807,102,31,DVF statistiques,2026-03-02T16:05:01.898Z
01346,Saint-Didier-d'Aussiat,1797,1333,49,6,DVF statistiques,2026-03-02T16:05:01.898Z
01347,Saint-Didier-de-Formans,3468,4952,102,1,DVF statistiques,2026-03-02T16:05:01.898Z
01348,Saint-Didier-sur-Chalaronne,2340,1499,134,24,DVF statistiques,2026-03-02T16:05:01.898Z
01349,Saint-Eloi,3219,,27,0,DVF statistiques,2026-03-02T16:05:01.898Z
01350,Saint-Etienne-du-Bois,2176,1329,113,15,DVF statistiques,2026-03-02T16:05:01.898Z
01351,Saint-Etienne-sur-Chalaronne,2486,1396,77,9,DVF statistiques,2026-03-02T16:05:01.898Z
01352,Saint-Etienne-sur-Reyssouze,1620,,40,0,DVF statistiques,2026-03-02T16:05:01.898Z
01353,Sainte-Euphemie,3227,2552,77,8,DVF statistiques,2026-03-02T16:05:01.898Z
01354,Saint-Genis-Pouilly,5486,4388,273,851,DVF statistiques,2026-03-02T16:05:01.898Z
01355,Saint-Genis-sur-Menthon,2116,,29,0,DVF statistiques,2026-03-02T16:05:01.898Z
01356,Saint-Georges-sur-Renon,2377,,13,0,DVF statistiques,2026-03-02T16:05:01.898Z
01357,Saint-Germain-de-Joux,1947,1556,25,8,DVF statistiques,2026-03-02T16:05:01.898Z
01358,Saint-Germain-les-Paroisses,1793,,27,0,DVF statistiques,2026-03-02T16:05:01.898Z
01359,Saint-Germain-sur-Renon,1997,,10,0,DVF statistiques,2026-03-02T16:05:01.898Z
01360,Saint-Jean-de-Gonville,4554,4085,99,49,DVF statistiques,2026-03-02T16:05:01.898Z
01361,Saint-Jean-de-Niost,3003,2630,119,39,DVF statistiques,2026-03-02T16:05:01.898Z
01362,Saint-Jean-de-Thurigneux,3399,3017,33,7,DVF statistiques,2026-03-02T16:05:01.898Z
